Entry,M_d1_A,M_d3_A,M_d6_A,O_d1_A,O_d3_A,O_d6_A,O_d7_A,O_d8_A,Past_d1_A,Past_d2_A,Past_d3_A,Past_d6_A,Past_d7_A,Pstr_d7_A
Q9CYH2,0,0,0,0,0,0,0,0,187,98,69,91,7,0
Q9CYI4,0,0,0,0,0,0,0,0,18,30,12,12,17,0
Q9CYL5,0,0,0,0,0,0,0,0,167,190,53,21,64,0
Q9CZD3,0,0,0,0,0,0,0,0,226.777,275.538,68,113,35,0
Q9CZK6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9CZV8,0,0,0,0,0,0,0,0,74,53,19,3,7,0
Q9D020,0,0,0,0,0,0,0,0,11,16,2,0,4,0
Q9D099,0,0,0,0,0,0,0,0,271,321,72,158,48,0
Q9D0C1,0,0,0,0,0,0,0,0,191.58,211.043,175.892,289,26,0
Q9D0D4,0,0,0,0,0,0,0,0,15,49,10,15,4,0
Q9D0F1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9D0L4,0,0,0,0,0,0,0,0,30,79,19,0,15,0
Q9D0L8,0,0,0,0,0,0,0,0,71,149,48,21,9,0
Q9D0P8,0,0,0,0,0,0,0,0,178,283,100,92,39,0
Q9D106,1,0,0,0,0,0,0,0,158,203,98,26,20,0
Q9D113,0,0,0,0,0,0,0,0,206,275,122,84,33,0
Q9D180,0,0,0,5,0,0,0,0,244,290,110,60,31,0
Q9D187,0,0,0,0,0,0,0,0,77,65,29,29,17,0
Q9D1D4,0,0,0,0,0,0,0,0,95,47,5,7,22,0
Q9D1E6,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Q9D1F5,0,0,0,0,0,0,0,0,4,0,1,6,2,0
Q9D289,0,0,0,0,0,0,0,0,8,14,6,0,0,0
Q9D2H2,0,0,1,0,0,0,0,0,609.218,727.566,292.851,143,111,0
Q9D2V5,0,4,0,0,0,0,0,0,200,189,40,110,6,0
Q9D2X0,0,0,0,0,0,0,0,0,333,387.113,242.209,101,55.023,0
Q9D309,1,0,0,0,0,0,0,2,2268,1531,491,1507,106,0
Q9D411,0,0,0,0,0,0,0,0,173,174,107,38,2,0
Q9D4H7,0,0,0,0,0,0,0,0,114,85,50,37,7,0
Q9D504,0,0,0,0,0,0,0,0,65,126,42,54,12,0
Q9D531,0,0,0,0,0,0,0,0,70,53,11,12,8,0
Q9D554,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9D5V2,0,0,0,0,0,0,0,0,12,17,2,3,0,0
Q9D6J3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9D6P8,0,0,0,0,0,0,0,0,81.612,66.117,41.384,24.963,17.156,0
Q9D6T1,0,0,0,0,0,0,0,0,2,7,3,0,0,0
Q9D706,0,0,0,0,0,0,0,0,21.016,47.47,21.579,4,8.498,0
Q9D7E3,0,0,0,0,0,0,0,0,61,115,40,6,8,0
Q9D7R7,0,0,0,0,0,0,0,0,97,140,54,22,21,0
Q9D7X3,0,0,0,0,0,0,0,0,88,89,47,18,25,0
Q9D7X8,0,0,0,0,0,0,0,0,71,69,17,30,39,0
Q9D819,0,0,0,0,0,0,0,0,203.659,176.187,91.289,86.145,18,0
Q9D8I1,0,1,0,0,0,0,0,0,331,356,165,50,35.39,0
Q9D8M4,0,0,0,0,0,0,0,0,94,124,50,26,20,0
Q9D8S9,0,0,0,0,0,0,0,0,61.005,70,16,31,10,0
Q9D8U7,0,0,0,0,0,0,0,0,28,31,12,8,1,0
Q9D8X5,0,0,0,0,0,0,0,0,12,33,7,6,0,0
Q9D8Z1,0,0,0,0,0,0,0,0,62,90,13,33,14,0
Q9D967,0,0,0,0,0,0,0,0,37,76,15,9,15,0
Q9D9H8,0,0,0,0,0,0,0,0,1,10.7,1,0,5,0
Q9DAA6,0,0,0,0,0,0,0,0,16,33,15,3,6,0
Q9DAK2,0,0,0,0,0,0,0,0,35,72,34,2,17,0
Q9DAM1,0,0,0,0,0,0,0,0,175,245,90,64,20,0
Q9DAN1,0,0,0,0,0,0,0,0,22,31,6,6,19,0
Q9DAN9,0,0,0,0,0,0,0,0,668,762,351,212,126,0
Q9DB29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9DB30,0,0,0,0,0,0,0,0,598,406,240,236,52,0
Q9DBB8,0,0,0,0,0,0,0,0,99,91,24,33,5,0
Q9DBB9,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Q9DBF7,0,0,0,0,0,0,0,0,94,102,48,26,34,0
Q9DBG7,0,0,0,0,0,0,0,0,33,42,18,2,12,0
Q9DBK0,0,0,0,0,0,0,0,0,105,105,54,23,14,0
Q9DBM0,0,0,0,0,0,0,0,0,13,17,14,0,0,0
Q9DBM2,0,0,0,0,0,0,0,0,7.93,0,0,2.87,0,0
Q9DBP0,0,0,0,0,0,0,0,0,5905.126,3272.863,1158.016,2020.496,155.079,0
Q9DBT5,0,0,0,0,0,1,0,0,54,72,43,3,4,0
Q9DBT9,0,0,0,0,0,0,0,0,5,7,0,13,2,0
Q9DBY8,0,0,0,0,0,0,0,0,26,10,16,0,0,0
Q9DC37,0,0,0,0,0,0,0,0,27,20,8,7,10,0
Q9DC48,0,0,3,0,0,0,0,0,676,672,303,331,85,0
Q9DC60,0,0,0,0,0,0,0,0,42,69,30,46,11,0
Q9DCB8,0,0,0,0,0,0,0,0,57,48,8,22,0,0
Q9DCD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9DCM0,0,0,0,0,0,0,0,0,473.658,419.933,177,165,32.228,0
Q9DCN2,0,0,0,0,0,0,0,0,16,11,1,0,4,0
Q9DD20,0,0,0,0,0,0,0,0,16,12,4,0,9,0
Q9DDE3,0,0,0,0,0,0,0,0,181,213,133,33,38,0
Q9DE26,0,0,0,0,0,0,0,0,1168,962,371,460,78,0
Q9DE27,1,0,0,0,0,0,0,0,1956,1634,808,1058,222,0
Q9DE46,0,0,0,0,0,0,0,0,489,484,156,119,40,0
Q9DER5,0,0,0,0,0,0,0,0,546,929,331,93,87,0
Q9DER7,0,0,0,0,0,0,0,0,75,32,19,41,4,0
Q9DEX3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9DF35,0,0,0,0,0,0,0,0,211,170,42,45,17,0
Q9DF58,0,0,0,0,0,0,0,0,134,119,52,30,10,0
Q9DG68,0,0,0,3,0,0,0,0,4850.312,4030.372,2259.014,4766.983,524.154,0
Q9DGD1,0,0,2,0,0,0,0,0,74,85,44,15,12,0
Q9DGD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9DGQ7,0,0,0,0,0,0,0,0,99,81,79,39,18,0
Q9EP71,0,0,0,0,0,0,0,0,4,1,0,0,0,0
Q9EP75,0,0,0,0,0,0,0,0,44,26.313,9,4,4,0
Q9EPB1,0,0,0,0,0,0,0,0,109,160,70,7,7,0
Q9EPE9,0,0,4,0,0,0,0,0,72,53,18,31,0,0
Q9EPH8,0,0,0,0,0,0,0,0,33,81,29,8,4,0
Q9EPI9,0,0,4,1,0,0,0,0,404.611,403,223.643,80,41,0
Q9EPJ9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9EPK2,0,0,0,0,0,0,0,0,33,40,20,6,4,0
Q9EPR2,0,0,0,0,0,0,0,0,21,43,23,29,20,0
Q9EPZ8,0,0,0,0,0,0,0,0,52,86,20,13,2,0
Q9EQ15,0,0,0,0,0,0,0,0,26,24,13,3,0,0
Q9EQ20,0,0,0,0,0,0,0,0,116,70,47,29,1,0
Q9EQ60,0,0,0,0,0,0,0,0,515,469,266.993,133.218,64,0
Q9EQG6,0,0,0,0,0,0,0,0,812,747,301,373,159,0
Q9EQN5,0,0,0,0,0,0,0,0,2,27,8,4,2,0
Q9EQP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9EQW7,0,0,0,0,0,0,0,0,36,46,63,37,9,0
Q9ER47,0,0,0,0,0,0,0,0,1170,1080,447,336,96,0
Q9ER69,0,0,0,0,0,0,0,0,27,28,21,2,4,0
Q9ERD9,0,0,0,0,0,0,0,0,426,446,194,162,45,0
Q9ERI6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9ERK0,0,0,0,0,0,0,0,0,37.9,30.308,9,22,6.025,0
Q9ES00,0,0,0,0,0,0,0,0,512,375,155,162,24,0
Q9ES70,0,0,0,0,0,0,0,0,43,81,0,0,11,0
Q9ESF4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9ESX4,0,0,0,1,0,0,0,0,52,71,38,20,26,0
Q9ET30,0,0,0,0,0,0,0,0,17.462,23.236,15.472,7.6,0,0
Q9EX73,0,0,0,0,0,0,0,0,6,11.249,0,0,1,0
Q9EYI6,0,0,0,0,0,0,0,0,43,76,24,2,8,0
Q9F5P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FBX1,0,0,0,0,0,0,0,0,69,70,49,21,5,0
Q9FDW8,0,0,0,0,0,0,0,0,1180,788,258,677,65,0
Q9FE01,0,0,0,0,0,0,0,0,2,7,0,0,0,0
Q9FE17,0,0,0,0,0,0,0,0,247,195,80,45,33,0
Q9FE62,0,0,0,0,0,0,0,0,323,194,121,159,29,0
Q9FEB5,0,0,0,0,0,0,0,0,28,32,13,7,5,0
Q9FEF8,0,0,0,0,0,0,0,0,58,54,22,34,4,0
Q9FF46,0,0,0,0,0,0,0,0,576.699,485.03,213,227.587,24,0
Q9FF55,0,0,0,0,0,0,0,0,398.12,358,174,155,39,0
Q9FFB6,0,0,0,0,0,0,0,0,23,16,2,12,7,0
Q9FFE3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FFL1,0,0,0,0,0,0,0,0,16.557,13.412,0,0,0,0
Q9FFN2,0,0,0,0,0,0,0,0,0,2,5,0,2,0
Q9FFN7,0,0,0,0,0,0,0,0,308,319,97,155,59,0
Q9FFQ1,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Q9FFU6,0,0,0,0,0,0,0,0,364,283,186,101,8,0
Q9FFZ1,0,0,0,0,0,0,0,0,309,308,104,102,30,0
Q9FG01,0,0,4,1,0,0,0,0,646,648,290,415,97,0
Q9FG37,0,0,0,0,0,0,0,0,190,301,43,85,26,0
Q9FG61,0,0,0,0,0,0,0,0,11,15,5.065,9.998,3,0
Q9FG70,0,0,0,0,0,0,0,0,5,5,1,0,6,0
Q9FG71,0,0,0,0,0,0,0,0,119,101,64,16,12,0
Q9FG73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FG87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FGC7,0,0,0,0,0,0,0,0,206,247,84,84,27,0
Q9FGF0,0,0,0,0,0,0,0,0,46,74,16,31,14,0
Q9FGK3,0,0,0,0,0,0,0,0,0,1.076,0,0,0,0
Q9FGR7,0,0,0,0,0,0,0,0,1,2,4,0,0,0
Q9FGR9,0,0,0,0,0,0,0,0,291,508,318,39,46,0
Q9FGS0,0,0,0,0,0,0,0,0,21,32,17,1,7,0
Q9FGT8,0,0,0,3,0,3,0,0,4502.552,3951.19,2339.946,3641.481,618.727,0
Q9FH02,0,0,0,0,0,0,0,0,50,86.998,41.809,41,21.39,0
Q9FH28,0,0,1,0,0,0,0,0,152,201,94,40,12,0
Q9FH82,0,0,0,0,0,0,0,0,40,50,35,5,11,0
Q9FHB6,0,0,0,0,0,0,0,0,75,54,29,28,4,0
Q9FHF1,0,0,0,0,0,0,0,0,98.847,73.831,19,43,8,0
Q9FHJ6,0,0,0,0,0,0,0,0,203,195,80,50,4,0
Q9FHM7,0,0,0,0,0,0,0,0,8.879,7.025,0,6.647,3.871,0
Q9FHN8,0,0,0,0,0,0,0,0,697.955,784.838,301.677,167.367,91,0
Q9FHT4,0,0,0,0,0,0,0,0,245.906,223,103,41,18,0
Q9FI39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FI56,0,0,0,0,0,0,0,0,2863,2223,867,2237,124,0
Q9FI61,0,0,0,0,0,0,0,0,115,101,84,32,18,0
Q9FI97,0,0,0,0,0,0,0,0,13,8,0,0,0,0
Q9FIB4,0,0,0,0,0,0,0,0,99,87,28,24,10,0
Q9FIH8,0,0,0,0,0,0,0,0,98,79,36,15,0,0
Q9FIJ0,0,0,0,0,0,0,0,0,614.478,302.145,134.174,182.332,4,0
Q9FIK2,0,0,0,0,0,0,0,0,169.334,245.632,108.249,34,26.943,0
Q9FIK8,1,0,0,0,0,0,0,0,461,632,286,89,98,0
Q9FIM9,0,0,0,0,0,0,0,0,108.996,184,94,26,11,0
Q9FIQ0,0,0,0,0,0,0,0,0,412,334,217,233,39,0
Q9FIT7,0,0,1,0,0,0,0,0,381,469,290,69,61,0
Q9FIU6,0,0,0,0,0,0,0,0,181,190,84,125,13,0
Q9FIU7,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Q9FIV6,0,0,0,0,0,0,0,0,32,39,14,11,5,0
Q9FIW4,0,0,0,0,0,0,0,0,174,158,73,37,4,0
Q9FIX3,0,0,0,1,0,0,0,0,602.762,821.1,380.181,126,58,0
Q9FIY7,0,0,0,0,0,0,0,0,227.043,156.64,71.82,20.578,5,0
Q9FIZ9,0,0,2,0,0,0,0,0,347.344,469.971,238.981,63.975,27,0
Q9FJ47,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Q9FJ79,0,0,0,2,0,0,0,0,171,248,129,42,15,0
Q9FJA6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FJD6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FJH6,0,0,0,0,0,0,0,0,130,141,59,32,7,0
Q9FJL3,0,0,1,0,0,3,0,0,2238,2151,625,1191,168,0
Q9FJR0,0,0,0,0,0,0,0,0,627,573,311,197,40,0
Q9FJT9,0,0,0,0,0,0,0,0,35,41,20,21,1,0
Q9FJX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FJY5,0,0,0,0,0,0,0,0,22,50,11,6,10,0
Q9FK51,0,0,0,0,0,0,0,0,88.039,110.041,43,4,17,0
Q9FK59,0,0,0,0,0,0,0,0,375,308,66,150,17,0
Q9FKE7,0,0,0,2,0,0,0,0,312,247,75,95,31,0
Q9FKG5,0,0,0,0,0,0,0,0,24,19,6,16,1,0
Q9FKI4,0,0,0,0,0,0,0,0,185,242,60,68,13,0
Q9FKR3,0,0,0,0,0,0,0,0,99,129,52,16,0,0
Q9FKR9,0,0,0,0,0,0,0,0,243,297,177,92,45,0
Q9FKS0,0,0,0,0,0,0,0,0,95,64,33,16,13,0
Q9FKT5,0,0,0,0,0,0,0,0,114,115,38,4,15,0
Q9FKW4,0,0,0,0,0,0,0,0,69,83,47,18,10,0
Q9FKW9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FL12,0,0,0,0,0,0,0,0,208,341,105,59,45,0
Q9FL33,1,0,0,0,0,0,0,0,671.679,598.712,258.816,126.951,25.241,0
Q9FL69,0,0,0,0,0,0,0,0,26,21,5,0,1,0
Q9FLD8,0,0,0,0,0,0,0,0,117.998,113,48,33,3,0
Q9FLL3,0,0,0,0,0,0,0,0,78,78,46,18,6,0
Q9FLM3,0,0,0,0,0,0,0,0,110.05,119,23,8,9,0
Q9FLQ7,0,0,0,0,0,0,0,0,211,228,126,106,26,0
Q9FLU8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FLX9,0,0,0,0,0,0,0,0,34,42,13,13,9,0
Q9FLZ3,0,0,0,0,0,0,0,0,90,82,50,8.109,27,0
Q9FM04,0,0,0,0,0,0,0,0,51,46,29,36,15,0
Q9FM67,0,0,0,0,0,0,0,0,64,49,37,12,14,0
Q9FM80,0,0,0,0,0,0,0,0,9,11,0,0,0,0
Q9FM96,0,0,0,0,0,0,0,0,184,236,92,81,39,0
Q9FMA3,0,0,0,0,0,0,0,0,112,121,36,20,13,0
Q9FMD3,0,0,0,0,0,0,0,0,16,29,11,8,3,0
Q9FMF6,0,0,0,0,0,0,0,0,96,231,104,6,16,0
Q9FMF7,0,0,0,0,0,0,0,0,159,167,67,15,27,0
Q9FMJ0,0,0,0,0,0,0,0,0,15.591,19.16,8,10,11,0
Q9FMM4,0,0,0,0,0,0,0,0,16,32,8,3,4,0
Q9FMP4,0,0,0,0,0,4,0,0,100,97,34,16,10,0
Q9FMP5,1,0,0,0,0,0,0,0,120,141,73,40,17,0
Q9FMU5,0,0,0,0,0,0,0,0,207,181,82,22,29,0
Q9FMX6,0,0,0,0,0,0,0,0,452.624,457.96,158,112.373,64,0
Q9FMY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FN03,0,0,0,0,0,0,0,0,2572,2221.953,1091,1471,196,0
Q9FN05,0,0,0,0,0,0,0,0,70,66,41,17,12,0
Q9FNA3,0,0,4,0,0,0,0,0,781,848.231,703.772,2257.029,127.443,0
Q9FNB0,0,0,6,0,0,0,0,1,1559.825,1041.542,357.597,385.145,34,0
Q9FNF2,0,0,0,0,0,0,0,0,167,143,105,32,23,0
Q9FNI6,0,0,0,0,0,0,0,0,292.395,279.621,113.615,76.044,30,0
Q9FNM7,0,0,0,0,0,0,0,0,39,39,26,7,8,0
Q9FNP1,0,0,0,0,0,0,0,0,19,6,10,5,1,0
Q9FNQ1,0,0,2,0,0,0,0,0,545,461,237,84,14,0
Q9FNU2,0,0,0,2,0,0,0,0,1133,988,361,579,89,0
Q9FNY4,0,0,0,0,0,0,0,0,7,3,0,23,0,0
Q9FPH0,0,0,0,0,0,0,0,0,198,254,58,68,36,0
Q9FPS4,0,0,0,0,0,0,0,0,28,28,9,0,0,0
Q9FPT1,0,0,0,0,0,0,0,0,18.016,22,12,6,0,0
Q9FQ02,0,0,0,0,0,0,0,0,13,19.993,8,0,0,0
Q9FQ04,0,0,0,0,0,0,0,0,96,94,30,16,2,0
Q9FQ08,0,0,0,0,0,0,0,0,47,74,23,19,4,0
Q9FQ25,0,0,0,0,0,0,0,0,96,135,66,4,13,0
Q9FR35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FR44,0,0,0,0,0,0,0,0,1309.349,1257,456.14,609,169,0
Q9FR62,1,0,0,0,0,0,0,0,99,93,23,57,22,0
Q9FRL3,0,0,0,0,0,0,0,0,181,127,44,20,7,0
Q9FS87,0,0,0,0,0,0,0,0,65,93,26,32,9,0
Q9FS88,0,0,0,0,0,0,0,0,1243,908,484,578,151,0
Q9FT73,0,0,0,0,0,0,0,0,115,72,30,23,5,0
Q9FUT3,0,0,0,0,0,0,0,0,58,59,15,3,22,0
Q9FUZ0,0,0,0,0,0,0,0,0,140,194,50,12,44,0
Q9FUZ2,0,0,0,0,0,0,0,0,34,15,9,1,5,0
Q9FV50,0,0,0,0,0,0,0,0,90,97,35,27,31,0
Q9FVJ3,0,0,0,0,0,0,0,0,0,2,19,0,4,0
Q9FVN0,0,0,0,0,0,0,0,0,8.402,0,0,0,0,0
Q9FVQ0,0,1,0,0,0,0,0,0,13410.329,8855.069,3198.242,9014.477,316.068,0
Q9FVQ4,0,0,0,0,0,0,0,0,590,586,256,305,79,0
Q9FVR6,0,0,0,0,0,0,0,0,160,193,84,47,33,0
Q9FVX1,0,0,0,0,0,0,0,0,601.922,513.782,198.507,172.389,63.893,0
Q9FWR2,0,0,0,0,0,0,0,0,107,94,36,33,20,0
Q9FWR4,0,0,0,0,0,0,0,0,116.998,115,49,23,37,0
Q9FWS4,0,0,0,1,0,0,0,0,391.997,447.008,186.759,336.999,40,0
Q9FWY9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FX01,0,0,0,0,0,0,0,0,144,178,30,29,24,0
Q9FX21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FX86,0,0,0,0,0,0,0,0,130,156,102,56,20,0
Q9FXA2,0,0,0,0,0,0,0,1,243,270,132,84,36,0
Q9FXE4,0,0,0,0,0,0,0,0,72.139,65.08,25.058,17,8.98,0
Q9FXT4,0,0,0,0,0,0,0,0,67,56,21,24,4,0
Q9FY06,0,0,0,0,0,0,0,0,51,32,16,11,1,0
Q9FY46,0,0,0,0,0,0,0,0,1314.618,1058.08,513.274,506.377,88.145,0
Q9FY94,0,0,0,0,0,0,0,0,140,116,51,73,18,0
Q9FYC2,0,0,0,0,0,0,0,0,101,116,78,19,37,0
Q9FYC7,0,0,0,0,0,0,0,0,3,12,0,0,1,0
Q9FYE1,0,0,0,0,0,0,0,0,161,173,67,21,14,0
Q9FYG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FYK2,0,0,0,0,0,0,0,0,150,226,65,17,3,0
Q9FYN7,0,0,0,0,0,0,0,0,1,4,0,0,0,0
Q9FYQ8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FZ36,0,0,0,0,0,0,0,0,190,172,61,70,22,0
Q9FZ48,0,0,0,0,0,0,0,0,72,65,26,14,6,0
Q9FZ75,0,0,0,0,0,0,0,0,41,91,22,5,14,0
Q9FZI8,0,0,0,0,0,0,0,0,358,276,141,156,36,0
Q9FZJ1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Q9FZL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9GKX6,0,0,0,0,0,0,0,0,275,311,57,145,24,0
Q9GKY1,0,0,0,0,0,0,0,0,67.96,58.303,26.11,24,15,0
Q9GLW9,0,0,0,0,0,1,0,2,412,298.065,104,180,28,0
Q9GLX9,0,0,0,0,0,0,0,0,287,215,131,29,74,0
Q9GLY5,0,0,0,0,0,0,0,0,446,67,34,81,0,0
Q9GM70,0,0,0,0,0,0,0,0,280,409,124,67,36,0
Q9GMY3,0,0,0,0,0,0,0,0,272,390,192,72,23,0
Q9GMY7,0,0,0,0,0,0,0,0,337,418,210,69,20,0
Q9GMY8,0,0,0,0,0,0,0,0,73,125,65,14,16,0
Q9GPF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9GPM4,0,0,0,0,0,0,0,0,29.1,24.17,6,3,5,0
Q9GQQ0,0,0,0,0,0,0,0,0,105,100,28,29,11,0
Q9GR88,0,0,1,0,0,0,0,0,186,203,107,83,16,0
Q9GRJ3,2,0,0,0,0,0,0,0,1137,1212,495,934,151,0
Q9GRT1,0,0,0,0,0,0,0,0,2,26,1,0,3,0
Q9GSB0,0,0,0,0,0,0,0,0,147,84,44,3,3,0
Q9GUI1,0,0,0,0,0,0,0,0,231,216,71,50,33,0
Q9GV16,0,0,0,0,0,0,0,0,274,288,99,55,35,0
Q9GV41,0,0,0,0,0,0,0,0,826.998,422.799,278.65,395.915,38,0
Q9GYI4,0,0,0,0,0,0,0,0,26,47,28,4,6,0
Q9GYZ0,8,0,0,0,0,0,0,0,188,194,87,51,12,0
Q9GZS0,0,0,8,0,0,0,0,0,454,436,183,365,48,0
Q9GZT9,0,0,0,0,0,0,0,0,125.579,121,77,19,22,0
Q9GZV1,0,0,0,0,0,0,0,0,792,520,304,438,57,0
Q9GZV3,0,0,0,0,0,0,0,0,47,14,48,10,4,0
Q9H069,0,0,0,0,0,0,0,0,69,88,37,14,16,0
Q9H093,0,0,0,0,0,0,0,0,6.343,27,4.22,0,1,0
Q9H0A0,0,0,0,0,0,0,0,0,3,7,3,0,0,0
Q9H0B6,0,0,0,0,0,0,0,0,657,561,252,216,98,0
Q9H0C1,0,0,0,0,0,0,0,0,120,152,55,21,18,0
Q9H0F7,0,0,0,0,0,0,0,0,56,56,33,28,17,0
Q9H0J9,0,2,0,0,0,0,0,0,30,49,24,7,4,0
Q9H0R3,0,0,0,0,0,0,0,0,21,39,13,18,4,0
Q9H0R5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H0Z9,0,0,0,0,0,0,0,0,44,77,21,7,4,0
Q9H1H9,0,0,0,0,0,0,0,0,96,97,50,39,4,0
Q9H1I8,0,0,0,0,0,0,0,0,118,170.087,99,20,25,0
Q9H1X1,0,0,0,0,0,0,0,0,35.602,77.258,32.428,91.437,45.435,0
Q9H221,0,0,0,0,0,0,0,0,65.55,31.456,17,26.442,0,0
Q9H223,0,0,0,0,0,0,0,0,17,25,17,16,8,0
Q9H252,0,0,0,0,0,0,0,0,687.444,695.995,320.075,154,63,0
Q9H2H9,0,0,0,0,0,0,0,0,48,44,15,2,2,0
Q9H2K2,0,0,0,0,0,0,0,0,258,241,72,72,4,0
Q9H3H5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H3L0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H4G4,0,0,0,0,0,0,0,0,129,97,50,16,7,0
Q9H4K1,0,0,0,0,0,0,0,0,503,711,255,200,80.286,0
Q9H596,0,0,0,0,0,0,0,0,50,47,27,12,5,0
Q9H5I5,0,0,0,0,0,0,0,0,56,100,93.419,43,7,0
Q9H649,0,0,0,0,0,0,0,0,22,38,18,16,17,0
Q9H6B9,0,0,0,0,0,0,0,0,50,62,17,8,7,0
Q9H6R4,0,0,0,0,0,0,0,0,12,20,7,0,0,0
Q9H6T3,0,0,0,0,0,0,0,0,189,234,69,39,30,0
Q9H6U8,0,0,0,0,0,0,0,0,12,2,7,0,4,0
Q9H765,0,0,0,0,0,0,0,0,160,178,76,51,21,0
Q9H773,0,0,0,0,0,0,0,0,51,84,28,26,16,0
Q9H7B4,0,0,0,0,0,0,0,0,157,144,62,44,33,0
Q9H7Z7,0,0,0,0,0,0,0,0,221,187,104,103,21,0
Q9H853,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H8H3,0,0,0,0,0,0,0,0,116,106,44,18,26,0
Q9H8M5,0,0,0,0,0,0,0,0,12,20,1,0,0,0
Q9H8X9,0,0,0,0,0,0,0,0,143,110,75,12,7,0
Q9H992,0,0,0,0,0,0,0,0,119,101,48,14,14.613,0
Q9H9B1,0,0,0,0,0,0,0,0,4,4,5,6,1,0
Q9H9E1,0,0,0,0,0,0,0,0,453,477,204,233,62,0
Q9H9S4,0,0,0,0,0,0,0,0,634,448.924,224,130,31,0
Q9H9V4,0,0,0,0,0,0,0,0,352,330,157,76,41,0
Q9HAC7,0,0,0,0,0,0,0,0,39,32,4,0,2,0
Q9HAQ2,0,0,0,0,0,0,0,0,34,52,25,3,8,0
Q9HAU5,0,0,0,0,0,0,0,0,164,218,72,27,10,0
Q9HB90,0,0,0,0,0,0,0,0,74,113,34,23,26,0
Q9HBG4,0,0,0,0,0,0,0,0,128,224,71.637,28,28,0
Q9HBH5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9HC58,0,0,1,0,0,0,0,0,7,16,6,0,8,0
Q9HC98,0,0,0,0,0,0,0,0,20,23,0,0,7,0
Q9HCB6,0,0,0,0,0,0,0,0,1240.002,1066,473,253,37,0
Q9HCD6,0,0,0,0,0,0,0,0,165,154,63,53,7,0
Q9HCG8,0,0,0,0,0,0,0,0,0,0,0,7.975,0,0
Q9HCI5,0,0,0,0,0,0,0,0,83.354,28.01,0,22,3,0
Q9HD20,0,0,0,0,0,0,0,0,130,88,61,30,5,0
Q9HD40,0,0,0,0,0,0,0,0,71,83,41,6,1,0
Q9HDU9,0,0,0,0,0,0,0,0,108,112,16,48,0,0
Q9HDV4,0,0,0,0,0,0,0,0,355,350,160,79,35,0
Q9HE12,0,0,0,0,0,0,0,0,1539.218,1217.881,716.075,540.53,71.992,0
Q9HEH1,0,0,0,0,0,0,0,0,371,307,115,135,46,0
Q9HEM6,0,0,0,0,0,0,0,0,93,113,0,0,1,0
Q9HFE7,0,0,0,0,0,0,0,0,0,0,0,0,6.977,0
Q9HFN2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q9HFQ2,0,0,0,0,0,0,0,0,799,687,278,470,90,0
Q9HFV1,0,0,0,1,0,3.891,0,0,3.365,0,0,1.02,0,0
Q9HFY6,0,0,0,0,0,0,0,0,173.867,177.256,75,37,31,0
