Entry,M_d1_C,M_d3_C,M_d6_C,O_d1_C,O_d3_C,O_d6_C,O_d7_C,O_d8_C,Past_d1_C,Past_d2_C,Past_d3_C,Past_d6_C,Past_d7_C,Pstr_d7_C
A4IQ63,0,0,0,0,1,0,0,1,0,0,0,0,0,0
A4IR30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4J474,33,45,24,16,35,20,11,24,0,0,0,0,0,0
A4J5U0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A4JB86,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A4K2V0,15,15,19.208,11.471,18.39,27,15.821,40.843,0,0,0,0,0,0
A4PBL4,2,2,0,0,1,5,4,3,0,0,0,0,0,0
A4Q9E5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A4Q9F3,7,6,6,4,7,2,2,9,0,0,0,0,0,0
A4Q9F4,159,79,105,19,44,46,6,50,0,0,0,0,0,0
A4Q9F6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4QN56,2,0,8,0,12,0,0,9,0,0,0,0,0,0
A4QND0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4QNG5,4,8,12,37,34,14,10,44,0,0,0,0,0,0
A4QNR8,0,0,0,1,0,0,0,3,0,0,0,0,0,0
A4QP78,124,98,106,3,13,6,29,11,0,0,0,0,0,0
A4QVH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4R1D5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4R606,10.453,17,0,0,0,2.658,0,14.851,0,0,0,0,0,0
A4RF35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4RM69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4RW83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4S6Y4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4SGY4,0,0,0,11,13,0,6,3,0,0,0,0,0,0
A4SIE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4SMI9,1,0,0,0,0,0,0,1,0,0,0,0,0,0
A4SML8,0,0,0,0,0,0,1,4,0,0,0,0,0,0
A4STK9,7,18,2,0,6,2,0,8,0,0,0,0,0,0
A4SYW3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4TC13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4TE41,15,20,21,8,9,5,0,3,0,0,0,0,0,0
A4TED9,1,0,0,0,0,1,1,7,0,0,0,0,0,0
A4UUI3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4VGS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4VL72,2,6,4,147,171,83,41,74,0,0,0,0,0,0
A4VMI8,0,0,0,3,0,0,0,1,0,0,0,0,0,0
A4VQH7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4W6B3,0,3,5,0,0,0,0,0,0,0,0,0,0,0
A4WCP8,7,17,4,11,23,18,17,30,0,0,0,0,0,0
A4WDA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4WKK8,0,1,4,0,1,1,4,7,0,0,0,0,0,0
A4XQR6,4,6,7,0,0,0,0,0,0,0,0,0,0,0
A4XVG2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
A4YGN0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
A4YI89,1,0,0,4,2,1,8,0,0,0,0,0,0,0
A4YJX9,0,0,0,3,7,1,0,10,0,0,0,0,0,0
A5A6P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5A779,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5CPE3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5CQ46,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A5CU64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5CXE4,0,0,2,0,0,0,2,0,0,0,0,0,0,0
A5D0W6,1,10,0,5,8,3,0,7,0,0,0,0,0,0
A5D6U8,0,0,0,16,7,14,0,18,0,0,0,0,0,0
A5D785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5D7F5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5D7H3,4,4,0,1,2,1,1,7,0,0,0,0,0,0
A5D9W7,241,377,267,289,476,442,497,309,0,0,1,0,0,0
A5DAC8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5DH19,11,11,10,12,15,9,4,31,0,0,0,0,0,0
A5DID7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5DK38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5DQN2,19,68,53,0,2,0,0,0,0,0,0,0,0,0
A5DQS0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5DW14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5DZE6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5DZS4,0,0,7,1,0,2,0,0,0,0,0,0,0,0
A5EVM2,0,0,0,3.297,0,2.488,0,0,0,0,0,0,0,0
A5EX84,5,1,15,0,1,0,0,2,0,0,0,0,3,0
A5F5U6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A5FG48,0,0,0,0,15.389,15,12,25,0,0,0,0,0,0
A5FKJ2,4,10,0,162,224,173,147,139,0,0,0,0,0,0
A5FMP6,1,0,0,1,0,0,0,0,0,0,0,0,0,0
A5FYE6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5FZG9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5G029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5G1Y9,0,0,0,0,2,0,2,0,0,0,0,0,0,0
A5GFW1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5GIS6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5GVF1,4,3,9,19,50,11,20,20,0,0,0,0,3,0
A5HII1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5I0I2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A5II06,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A5IIT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5IL32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5JTQ2,0,0,0,0,13,0,2,6,0,0,0,0,0,0
A5JYS0,25,24,29,0,6,0,5,0,0,0,0,0,0,0
A5K0N4,77,80,69,8,8,16,4,19,0,0,0,0,0,0
A5K302,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5KE24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5LGM7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
A5N4L2,26,27,23,0,0,0,0,0,0,0,0,0,0,0
A5PF48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5PJG7,5,3,0,1,15,3,10,1,0,0,0,0,0,0
A5PJJ7,3,9,6,1,17,3,15,11,0,0,0,0,0,0
A5PJZ2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5PK19,1,6,2,28,46,33,12,37,0,0,0,0,0,0
A5PK40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5PK71,57,75.215,41,625,1396,1190,965,1296,3,0,2,0,0,0
A5PKG6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5PMF6,2,1,0,0,6,1,12,14,0,0,0,0,0,0
A5PMU4,19.59,14.055,30.217,34.586,30.362,52.923,27,60.712,0,0,0,0,0,0
A5PMW0,0,0,0,0,10,2,12,6,0,0,0,0,0,0
A5PN38,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A5UBC0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5UBZ9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5UPS3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
A5V605,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5V9Q3,9,26,16,0,0,0,0,0,0,0,0,0,0,0
A5WBT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5WFM3,222,240,277,286,281,326,305,302,0,0,0,0,0,0
A5WVX1,60,45,111,97,170,112,62,118,0,0,0,0,0,0
A5WVX9,243,340,255,190,388,451,162,534,0,0,0,0,0,0
A5YM72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6BM72,12,16,9,47,68,32,30,68,0,0,0,0,0,0
A6GWB6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6GWT7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6H5Y3,2,0,4,3,0,1,0,2,0,0,0,0,0,0
A6H639,7,14,10,0,0,0,0,0,0,0,0,0,0,0
A6H6A9,8,16,3,0,2,4,1,5,0,0,0,0,0,0
A6H759,2,0,1,0,0,0,2,2,0,0,0,0,0,0
A6H8H5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6H8T7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6JFQ6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A6KZJ9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6L4J3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
A6L4N0,0,0,0,1,4,0,0,1,0,0,0,0,0,0
A6L5I2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6LAP3,32,34,18,37,40,30,40,59,0,0,0,0,0,0
A6LBY4,1,3,0,0,0,0,0,0,0,0,0,0,0,0
A6LFV1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A6LMK5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6MMR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6MVS6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6MVW9,383,524,410,758,2218,1788,1396,1856,67,46,39,30,3,0
A6MVX9,1,2,0,1,1,2,0,0,0,0,0,0,0,9
A6N6J5,0,3.411,19.481,84.557,120.136,115.864,35,91.55,0,0,0,0,0,0
A6NCI4,11,6,16,368,653,419,345,427,0,0,0,0,0,0
A6NFX1,146,223,66,72,212.885,259,104,337,0,0,0,0,0,0
A6NHL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NMK7,13,8,10,12,53,0,24,116,0,0,0,0,0,0
A6NNM8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NNX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6P3B2,4,13,4,2,1,13,7,30,0,0,0,0,0,0
A6PWD2,130,109,102,105,126,129,83,179,0,0,0,0,0,7
A6QBB6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6QL92,55,76,54,18,87,82,72,64,0,0,0,0,0,0
A6QLH5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6QLT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6QLU1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6QLU7,0,0,0,0,6,0,0,0,0,0,0,0,0,0
A6QP05,18,32,5,5,0,4,0,0,0,0,0,0,0,0
A6QP57,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A6QPE7,27,72,39,23,25,8,4,41,0,0,0,0,0,0
A6QQ47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6QQC0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A6QQM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6QQU6,158,229,74,38,117,65,80,111,0,0,0,0,0,0
A6SY74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6TE29,0,0,0,0,2,0,0,0,0,0,0,0,0,0
A6TEB3,9,14,19,73,93,86,58,53,0,0,0,0,0,0
A6TMN5,42,21,48,86,99,57,45,77,0,0,0,0,0,0
A6TNN7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A6U8C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6V3Q8,0,0,0,2,0,2,0,3,0,0,0,0,0,0
A6VK13,0,0,0,7,7,3,0,3,0,0,0,0,0,0
A6VMR4,12,6,6,10,31,6,7,9,0,0,0,0,0,0
A6WDF2,17,12,20,0,0,0,0,0,0,0,0,0,0,0
A6WE36,0,0,0,29,75,51,35,57,0,0,0,0,0,0
A6WW16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6WXV2,0,1,0,9,35,8,0,18,0,0,0,0,0,0
A6WYD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6WYH5,2,0,0,13,105,111,62,86,0,0,0,0,0,0
A6X0K5,0,0,0,0,2,1,0,1,0,0,0,0,0,0
A6X7E7,0,0,0,1,2,0,0,7,0,0,0,0,0,0
A6X8E9,0,0,0,0,0,1,0,1,0,0,0,0,0,0
A6XMY9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6ZMR9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6ZRX0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7E2V1,4,1,16,1,5,1,5,1,0,0,0,0,0,0
A7E3U5,170,228,204.424,106,182,165,85,219,0,0,0,0,0,0
A7EAY2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7EJY3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7EYW0,2,6,3,2,0,0,0,1,0,0,0,0,0,0
A7F045,0,0,0,15,87,101,30,81,0,0,0,0,0,0
A7F1E9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7F4H5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7H8A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7HHM9,0,2,0,3,6,6,0,9,0,0,0,0,0,0
A7HSX5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A7HZ38,111,121,105,2,0,1,0,2,0,0,0,0,0,0
A7HZ39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7I2G3,0,0,0,1,0,1,0,1,0,0,0,0,0,0
A7INK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7IQW5,138,190,151,158,266,239,137,264,0,0,0,0,0,0
A7KAK1,0,0,0,5,18,9,2,11,0,0,0,0,0,0
A7KVC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7LXS8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7LXS9,0,0,0,0,3,0,0,1,0,0,0,0,0,0
A7LXT0,11,7,8,2,3,2,1,5,0,0,0,0,0,0
A7LXU0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7MAZ3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7MB10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7MB16,0,13,3,892,1303,827,959,749,0,0,0,0,0,0
A7MB73,0,3,0,0,0,4,0,0,0,0,0,0,0,0
A7MB89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7MBE4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7MBF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7MBH5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7MBI7,52,40,49,51,63,29,52,27,0,0,0,0,0,0
A7MBP4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
A7N2P9,35,43,19,0,0,0,0,0,2,0,0,0,0,0
A7N307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7PQS0,2925,3755,3221.001,890.999,834,248,643,628.001,0,0,0,4,0,0
A7PZL3,0,2,0,0,0,0,19,7,0,0,0,0,0,0
A7RDN6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7RFT2,0,0,0,0,4,0,0,2,0,0,0,0,0,0
A7RIT9,2,0,1,6,7,4,8,1,0,0,0,8,0,0
A7RK30,407,463,399,771,952,658,534,735,0,0,0,0,0,0
A7RPT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7RWD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7RWP6,7,17,20,81,151,196,164,155,0,0,0,0,0,0
A7S338,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7S6Y0,6,0,10,51,71,69,44,61,0,0,0,0,0,0
A7SD85,79,85,68,0,0,0,0,2,0,0,0,0,0,0
A7SDW5,19,29,23,4,2,3,1,4,75,45,40,25,39,0
A7SE05,0,1,3,0,0,0,0,6,0,0,0,0,0,0
A7SKJ3,0,7,2,1,7,2,0,3,0,0,0,0,0,0
A7STV9,0,0,0,1,0,2,0,1,0,0,0,0,0,0
A7SWH1,1,0,3,12,11,2,7,7,0,2,0,0,0,0
A7TG13,5,11,2,0,7,0,0,1,0,0,0,0,0,0
A7THS1,16,3,6,0,0,0,0,0,0,0,0,0,0,0
A7TKR8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A7TR50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7WM73,23,49,19,0,1,0,0,0,0,0,1,0,0,0
A7XDQ9,1,0,1,0,0,0,4,2,0,0,0,0,0,0
A7YWC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7YY53,1,1,1,2,5,0,0,1,0,0,0,0,0,0
A7Z061,0,0,0,152,275,134,83,201,0,0,0,0,0,0
A7Z3F2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7Z4X7,1,0,1,0,4,0,0,5,0,0,0,0,0,0
A7Z5Z4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7Z6W0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7Z975,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8ABM5,0,0,0,0,0,1,0,2,0,0,0,0,0,0
A8ALQ4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8BQB4,2,6,2,0,0,15,15,17,0,1,0,0,0,0
A8CVX7,10,1,4,0,3,0,0,0,0,0,0,0,0,0
A8DZH4,2,0,0,9,16,0,0,21,0,0,0,0,0,0
A8E4L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8E534,21,17,30,0,3,7,1,6,0,0,0,0,0,0
A8E657,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8F8C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8G8C4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8GBA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8GG78,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A8GG79,3,9,2,2,28,0,0,15,0,0,0,0,0,0
A8GLE9,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A8GM60,14,28,8,1,0,0,0,0,0,0,0,0,0,0
A8GMF8,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A8H7S9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8HMZ4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
A8HQ54,0,0,0,0,3,0,0,0,0,0,0,0,0,0
A8HS48,2942,3043,2539,3435,4510,3807,5452,2378,0,0,0,0,0,0
A8HUA1,16,13,23,847,1317,1081,625,1454,0,0,0,0,0,0
A8HVL5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8I1Q0,51,89,78,17,6,39,17,17,0,0,0,5,0,0
A8I4E9,6,4,3,0,0,0,0,1,0,0,0,0,0,0
A8I9E8,0,0,2.014,0,8,0,0,2,0,0,0,0,0,0
A8IB22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8ILK1,0,2,7,432,1222,915,528,1223,0,0,0,0,0,0
A8IQE0,0,0,4,3,2,3,7,6,0,1,0,0,0,0
A8IQT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8IR43,0,2,7,2,7,0,0,0,0,0,0,0,0,0
A8IU92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8IUG5,1,0,0,0,0,0,0,0,0,5,0,0,0,0
A8IW99,0,0,0,131,112,164,108,135,0,0,0,0,0,0
A8J0N6,1,0,1,0,2,0,6,2,0,0,0,0,0,0
A8J1V4,3,0,1,20,19,5,5,40,0,0,0,0,0,0
A8J6J0,5,9,4,6,24,20,5,14,0,0,0,0,0,0
A8J8F6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8JAM0,0,0,3,6,2,0,0,1,0,0,0,0,0,0
A8JAN3,0,8,0,21,56,50,27,84,0,0,0,0,0,0
A8JB22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8JF70,9,4,4,16,16,12,2,9,0,0,0,0,0,0
A8JFU2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8JGB0,19,20,20,0,0,0,1,0,0,0,0,0,0,0
A8JID5,0,0,0,1,1,11,0,1,0,0,0,0,0,0
A8JQX3,368.711,604,343,85.046,149,195,165,304,0,0,0,0,0,0
A8JUV0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8KBL5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8KBL7,15,25,21,1,0,0,0,0,0,0,0,0,0,0
A8L177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8LNY7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8M3K6,3,10,7,0,0,1,0,3,0,0,0,0,0,0
A8MG75,8,17,6,0,0,0,0,0,0,0,0,0,0,0
A8MJT5,0,0,0,53,106,85,87,93,1,0,0,0,0,0
A8MQA3,0,0,0,0,2,2,0,12,0,0,0,0,0,0
A8MR93,0,2,0,0,0,0,0,0,0,0,0,0,0,0
A8MS41,0,0,0,2.954,13,0,0,0,0,0,0,0,0,0
A8MWK0,51,55,14,1,0,7,0,1,0,0,0,0,0,0
A8MX76,1,0,0,0,0,0,0,1,0,0,0,0,0,0
A8N7C6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8NEP3,1,1,0,0,0,0,0,2,0,0,0,0,0,0
A8NR45,3.635,10.718,0,0,0,1.067,0,0,0,0,0,0,0,0
A8QCE4,0,0,0,0,0,0,0,4,0,0,0,0,0,0
A8W649,4,8,0,5,9,5,2,2,0,0,3,0,0,0
A8WE67,10,7,15,0,0,0,0,0,0,0,0,0,0,0
A8WGF4,0,0,0,1,5,0,0,3,0,0,0,0,0,0
A8WGT1,4,0,0,0,4,0,0,0,0,0,0,0,0,0
A8WN56,7,4,16,20,9,4,5,5,0,0,0,0,0,0
A8WN62,4,8,15,0,0,0,0,0,0,0,0,0,0,0
A8WRG3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8WRV1,0,1,0,1,7,21,6,10,0,0,0,0,0,0
A8WYE4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A8X6H1,2,0,2,144,329,352,192,503,0,0,0,0,0,0
A8X6H4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8XGH1,1,1,0,3,6,3,0,0,0,0,0,0,0,0
A8XJL7,1,0,0,2,1,0,2,1,0,0,0,0,0,0
A8XJZ8,0,2,0,0,0,0,2,4,0,0,0,0,0,0
A8XQD5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8XW88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8Y1P7,0,0,0,2,1,0,9,1,0,0,0,0,0,0
A8Y236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8Y4B2,0,0,0,0,2.356,0,20.48,12.078,0,0,0,0,0,0
A8YXM7,3,26,12,4,15,12,9,0,0,0,0,0,0,0
A8Z5V5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A9A1T2,4,10,5,0,0,0,4,2,0,0,0,0,0,0
A9A3L9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A9BCW6,0,0,0,0,8,3,0,0,0,0,0,0,0,0
A9BD85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A9BE84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A9BEU2,90,166,98,44,159,119,124,112,0,0,0,0,0,0
A9BF03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A9BHB5,1,11,1,17,25,14,11,22,0,0,0,0,0,0
A9BJC1,0,1,0,5,2,1,4,11,0,0,0,0,0,0
A9CJC9,35,62,35,18,48,39,8,18,0,0,0,0,0,0
A9CPT4,1,2,0,1,0,0,0,0,0,0,0,0,0,0
A9FJ48,22,42,21,58.731,85.708,54,39,49,0,0,0,0,0,0
A9IGI5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A9JRD8,0,0,1,8,1,0,0,0,0,0,0,0,0,0
A9JTH1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A9KG91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A9KHA0,7,2,22,22,28,19,19,20,0,0,0,0,0,0
A9KJH8,20,34,57,8,5,4,2,4,0,0,0,0,0,0
A9KK15,51,44,81,82,72,78,32,83,0,0,0,0,0,0
A9LIW2,222,405,139,119,299,618,254,854,0,0,0,0,0,0
A9LNK9,0,4,0,0,0,0,0,0,0,0,0,0,0,0
A9MJT5,1,0,0,1,1,0,1,1,0,0,0,0,0,0
A9MNH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A9N8H1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A9N9F4,3.236,18,11.655,5,0,0,0,7,0,0,0,0,0,0
A9NEE5,0,3,0,769,1308,970,960,962,0,0,1,0,0,0
A9PCL4,894,1593,943,1748,3064,3233,3819,1789,0,0,0,0,0,0
A9R7I1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A9RBS1,1,4,1,9,5,1,2,3,0,0,0,0,0,0
A9RVK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A9S3D3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A9SIZ6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A9SMC8,197,203,209,3,7,7,4,2,0,0,0,3,0,0
A9T142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A9ULY7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A9UMG5,0,1,1,0,0,0,0,0,0,4,0,0,0,0
A9UNU6,0,0,0,59,140,98,26,103,0,0,0,0,0,0
A9UQ62,131,127,196,0,0,0,0,0,0,0,0,0,0,0
A9V2C1,3,8,5,10,1,2,1,7,0,0,0,0,0,0
A9V3C0,0,0,0,1,2,0,2,1,0,0,0,0,0,0
A9VE54,0,0,0,4,0,0,0,0,0,0,0,0,0,0
A9W2R3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A9WGE3,1,0,2,0,8,0,7,8,0,0,0,0,0,0
A9WRT1,0,5,12,5,6,2,0,13,0,0,0,0,0,0
A9WW77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0BLT4,0,2,0,0,0,0,0,1,0,0,0,0,0,0
B0BML7,0,3,0,0,2,1,0,0,0,0,0,0,0,0
B0BN18,5,4,11,9,0,3,2,3,0,0,2,0,0,0
B0BNE5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0CFQ6,663,855,617,426,861,945,511.951,1154,0,0,0,0,0,0
B0CM26,0,0,0,3,2,0,0,0,0,0,0,0,0,0
B0DK57,0,1,8,2,20,8,14,12,0,0,0,0,0,0
B0DOB4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0DSN9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0DZL3,1,1,0,0,10,0,0,7,0,0,0,0,0,0
B0E2U2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0F9L4,26,11,12,0,0,0,0,0,0,0,0,0,0,0
B0G143,0,0,0,30,57,19,22,51,0,0,0,0,0,0
B0G159,0,0,8,11,6,12,0,3,0,0,0,0,0,0
B0G172,6,0,0,0,0,2,0,0,0,0,0,0,0,0
B0G180,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B0JTK0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0JTL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0JU67,0,2,1,0,1,5,0,0,0,0,0,0,0,0
B0JXE2,1,4,0,0,0,0,0,0,0,0,0,0,0,0
B0JYC5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0JYZ2,2,2,3,6,10,7,0,5,0,0,0,0,0,0
B0JZV4,0,0,0,0,6,0,0,0,0,0,0,0,0,0
B0K012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
