Entry,M_d1_C,M_d3_C,M_d6_C,O_d1_C,O_d3_C,O_d6_C,O_d7_C,O_d8_C,Past_d1_C,Past_d2_C,Past_d3_C,Past_d6_C,Past_d7_C,Pstr_d7_C
Q9FLZ3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Q9FLZ5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FM04,24,36,9,0,0,0,0,0,0,0,0,0,0,0
Q9FM10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FM85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FM96,6,5,10,9,1,0,0,1,0,0,0,0,0,0
Q9FMA3,0,0,0,6,8,0,5,4,0,0,0,0,0,0
Q9FMC5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FMF7,51,48,13,20,60,38,26,46,0,0,0,0,0,0
Q9FMH8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FMK9,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q9FMM4,18,26,20,3,3,0,0,2,0,0,0,0,0,0
Q9FMP5,46,16,21,26,78,53,54,89,0,0,0,0,0,0
Q9FMQ1,5,29,17,0,6,1,0,8,0,0,0,0,0,0
Q9FMU5,6,7,24,0,0,3,0,0,0,0,0,0,0,0
Q9FMX6,30,39,80,81.907,153.536,104.863,23,82,0,0,0,0,0,0
Q9FMY1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q9FN03,22,18,28,464.954,943.338,615.783,411.101,688.85,0,0,0,0,0,0
Q9FN05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FN18,8,9,3,0,0,0,0,0,0,0,0,0,0,0
Q9FNA3,0,2,0,0,1,0,2,0,0,0,0,0,0,0
Q9FNB0,1,2,13,15,34,14,13,27,1,0,0,0,0,0
Q9FNE2,0,0,0,0,36,20,13,12,0,0,0,6,0,0
Q9FNF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FNF8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FNJ9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FNL2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Q9FNN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FNN5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FNP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FNQ1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FNU2,20,16,6,97,153.155,110,68,207.504,1,0,0,0,0,0
Q9FNZ2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FPH3,157,167,261,200,250,225,156,183,0,0,0,0,0,0
Q9FPJ8,11,2,3,1,1,7,12,5,0,0,0,0,0,0
Q9FPS2,741,931,573,171,409,379,199,489,0,0,0,0,0,0
Q9FPS4,3,5,1,10,16,5,1,1,0,0,0,0,0,0
Q9FPT1,0,0,0,3,1,1,2,5,0,0,0,0,0,0
Q9FQ02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FQ09,27,36,9,0,0,5,2,7,0,0,0,0,0,0
Q9FR44,0,2,3,2,1,0,1,0,0,1,0,0,0,0
Q9FR62,0,0,0,3,1,0,0,0,0,0,0,0,0,0
Q9FRL8,12,28,15,1,0,9,2,4,0,0,0,0,0,0
Q9FSF0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FT73,0,0,4.643,0,1.322,2,0,0,0,0,0,0,0,0
Q9FT97,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Q9FUM9,0,0,0,20,13,8,7,21,0,0,0,0,0,0
Q9FUT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FUZ0,0,0,0,4,3,11,13,8,0,0,5,0,0,0
Q9FUZ2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Q9FV50,0,0,0,6,8,3,0,3,0,0,0,0,0,0
Q9FV52,16,2,27,0,0,0,0,0,0,0,0,0,0,0
Q9FV53,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q9FV54,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Q9FVJ3,9,1,6,8,6,3,0,16,0,0,0,0,0,0
Q9FVQ4,137,234,110,207,484,463,325,550,0,0,0,1,0,0
Q9FVQ5,1,0,0,1,12,1,0,12,0,0,0,0,0,0
Q9FVR6,3,0,0,30,35,14,21,36,0,0,0,0,0,0
Q9FVT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FW70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FWC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FWR2,4,17,11,0,1,0,0,0,0,0,0,0,0,0
Q9FWR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FWS4,2,0,1,1,3,1,1,0,0,0,0,0,0,0
Q9FWX7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FX01,2,1,8,5,3,11,6,4,0,0,0,0,0,0
Q9FXA2,21,16,2,14,13,38,24,24,0,0,0,0,0,0
Q9FXG3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FXM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FXM5,2,0,0,0,0,0,0,1,0,0,0,0,0,0
Q9FY46,51,63,31,13,30.553,12,1,34.473,0,0,0,0,0,0
Q9FY68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FY94,2,0,3,115,218,268,194.008,221,0,0,0,0,0,0
Q9FYA6,301.989,390,480,541,714,639,592,558.951,0,0,0,0,0,0
Q9FYE5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Q9FYG3,0,3,0,0,0,0,0,0,0,0,1,0,0,0
Q9FYK2,7,18,4,1,0,0,1,0,0,0,0,0,0,0
Q9FYL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9FYL6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q9FZ36,107.499,144.247,56.938,67,120,143.034,76.076,153.65,0,0,0,0,0,0
Q9FZ48,0,1,8,120,360,319,78,340,0,0,0,0,0,0
Q9FZ62,19,29,14,2,0,0,0,0,0,0,0,0,0,0
Q9FZE1,0,7.895,12.263,115.557,241.456,112.902,94.721,167.792,0,0,0,0,0,0
Q9FZH5,0,0,0,39,75,57,48,65,0,1,0,0,0,0
Q9FZI8,0,6,2,2,6,0,9,12,0,0,0,0,0,0
Q9FZJ1,19,6.957,24,20,53.537,54,11.792,66,0,0,0,0,0,0
Q9GJS9,46,73,82,10,27,13,3,16,0,0,0,0,0,0
Q9GK11,2,10,0,1,3,0,2,2,0,0,0,0,0,0
Q9GKX6,12,6,4,1,1,0,0,0,0,0,0,0,0,0
Q9GLW9,0,0,1,1,3,0,0,2,0,0,0,0,0,0
Q9GLX9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9GM70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9GMY2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9GMY4,0,0,0,1,5,6,0,2,0,0,0,0,0,15
Q9GMY8,0,3,1,5,7,7,1,18,0,0,0,0,0,0
Q9GPM4,0,1,0,0,0,6,0,1,0,1,0,0,0,0
Q9GQN0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9GR88,0,4,0,0,0,3,0,0,0,0,0,0,0,1
Q9GRJ3,306,432,341,3197,4905,2785,5861,1938,0,0,0,0,1,0
Q9GSB0,6,35,4,0,1,3,0,12,0,0,0,0,0,0
Q9GTX8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9GUI1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q9GUM2,0,0,5,0,2,0,0,2,0,0,0,0,0,0
Q9GV16,2,1,1,0,2,4,0,3,0,0,0,0,0,0
Q9GV41,10,4,13,2,2,11.538,15,9,0,0,0,0,0,0
Q9GYZ0,0,0,0,12,5,6,11,20,0,0,0,0,0,0
Q9GZE9,13,11,21,8,25,4,6,13,0,0,0,0,0,0
Q9GZM7,60,65,65,0,1,0,0,0,0,0,0,0,0,0
Q9GZT9,1,0,2,4,5,3,0,20,0,0,0,0,0,0
Q9H093,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H0A0,0,0,0,0,0,1,0,4,0,0,0,0,0,0
Q9H0B6,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H0C1,313,351,346,13,3,2,5,2,0,0,0,0,0,0
Q9H0C3,0,0,0,5,2,5,0,18,0,0,0,0,0,0
Q9H0C5,0,0,0,7,10,5,6,3,0,0,0,0,0,0
Q9H0C8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H0F5,0,0,0,1,1,4,0,0,0,1,0,0,0,0
Q9H0J9,201,162,209,321.436,406.908,418,224.474,343.194,0,0,0,0,0,0
Q9H0R3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Q9H1A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H1A4,25,54,52,6,24,4,4,6,0,0,0,0,0,0
Q9H1D9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H1H9,0,0,2,0,0,0,0,2,0,0,0,0,0,0
Q9H1I8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H1N7,26,22,38,30,139,58,63,82,0,0,0,0,0,0
Q9H1Y0,5,7,8,3,0,0,0,1,0,0,0,0,0,0
Q9H221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H223,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Q9H252,13,28,21,3,6,1,3,20,0,0,0,0,0,0
Q9H270,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H2K2,18,26,10,118,159,97,45,80,0,3,0,0,0,0
Q9H2M9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H2V7,0,3,2,63,83,58,75,105,0,0,0,0,0,0
Q9H2X9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H330,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H3H3,0,0,0,2,2,1,0,0,0,0,0,0,0,0
Q9H3L0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H3M0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H3S3,76.438,125.008,61.422,0,1,0,0,0,0,0,0,0,0,0
Q9H490,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H4B4,0,0,0,0,1,0,0,0,0,3,0,0,0,0
Q9H4G4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H4K1,14,12,14,8,19,10,17,19,0,0,0,0,0,0
Q9H4Z3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H598,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H5I5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H5Z1,1,3,0,0,6,0,0,0,0,0,0,0,0,0
Q9H672,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H6R3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H6T0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H6Z4,3,6,6,21,21,12,27,16,0,0,0,0,0,0
Q9H6Z9,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Q9H773,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H7B4,18,15,26,3,7,0,2,2,0,0,0,0,0,0
Q9H7Z7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H867,18,8,14,4,8,4,10,9,0,0,0,0,0,0
Q9H8H3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H8M5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H8X9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H8Y5,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Q9H8Y8,5,0,1,3,1,2,0,1,0,0,0,0,0,0
Q9H992,1,3,0,1,2,2,0,2,0,0,0,0,0,0
Q9H9B1,12,6,6,0,0,6,0,2,0,0,0,0,0,0
Q9H9G7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H9Q2,0,5,0,8,6,3,1,0,0,0,0,0,0,0
Q9H9V9,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Q9H9Y6,0,3,3,0,2,0,0,0,0,0,0,0,0,0
Q9HAB8,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Q9HAS3,92,141,80,0,0,1,2,4,0,0,0,0,0,0
Q9HAT2,4,4,1,1,3,0,1,4,0,0,0,0,0,0
Q9HBH5,88,84,90,100,138,122,121,97,0,0,0,0,0,0
Q9HBR0,4,10,1,2,3,2,2,0,0,0,0,0,0,0
Q9HC29,20,34,33,0,0,0,8,0,0,1,0,0,0,0
Q9HC98,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Q9HCB6,17.082,13.011,3,7,10.972,9,8,31.956,0,0,0,0,0,0
Q9HCC0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q9HCD6,79,86,53,22,24,51,5,46.69,0,0,0,0,0,0
Q9HCF6,19,39,30,12,0,10,8,26,0,0,0,0,0,0
Q9HCI5,28,34,31,0,4,10,3,28,0,0,0,0,0,0
Q9HD40,0,0,0,3,2,0,2,1,0,0,0,0,0,0
Q9HD45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9HDY4,10,23,6,2,4,1,0,6,0,0,0,0,0,0
Q9HDZ5,0,0,0,52,96,127,107,138,0,0,0,0,0,0
Q9HE12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9HEH1,2,3,6,12,30,51,27,60,1,0,0,0,0,0
Q9HEM6,1,3,5,0,0,4,0,2,0,0,0,0,0,0
Q9HFV1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9HFY6,3,2,0,0,0,2,0,2,0,0,0,0,0,0
Q9HGI6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9HGI7,12,11,19,0,0,0,2,1,0,0,0,0,0,0
Q9HGM9,1,5,2,22,34,16,6,30,0,0,0,0,0,0
Q9HGN1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Q9HGN7,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Q9HGQ2,7,1,4,1,0,0,0,0,0,0,0,0,0,0
Q9HGY7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9HJ83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9HLE2,1,0,2,2,0,0,0,2,0,0,0,0,0,0
Q9HLN1,0,1,0,0,9,2,2,2,0,0,0,0,0,0
Q9HPG5,265,438,378,241,328,465,271,510,0,0,0,0,0,0
Q9HTD7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9HU55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9HUX6,2,10,2,7,0,0,1,6,0,0,0,0,0,0
Q9HWG9,0,0,0,0,9,0,0,0,0,0,0,0,0,0
Q9HXV4,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Q9HZ00,0,0,0,0,4,2,12,0,0,0,0,0,0,0
Q9HZ66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9HZP6,3,0,3,2,1,10,0,2,0,0,0,0,0,0
Q9HZQ2,130.339,183.799,113.978,3,16,42,30,34,0,0,0,4,0,0
Q9I0R8,0,1,0,3,0,0,0,0,0,0,0,0,0,0
Q9I2Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9I2V5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9I2Y2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q9I485,3,1,0,2,1,0,0,4,0,0,0,0,0,0
Q9I4C8,67,125,51,23,32,51,73,42,0,0,0,0,0,0
Q9I4E1,60,57,102,53,69,59,48,63,0,0,0,0,0,0
Q9I4V0,302,362,269,391,571,823,483,998,0,0,0,0,0,0
Q9I526,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9I596,0,0,0,0,8,0,0,0,0,0,0,0,0,0
Q9I6J2,162,306,118,101,353,388,192,543,0,0,0,0,0,0
Q9I7I7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9I7S6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9I7W5,5,1,0,0,2,0,0,0,0,0,0,0,0,0
Q9I830,3,12,2,20,29,31,9,63,0,0,0,0,0,0
Q9I8D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9I8F9,16,4,11,1,3,0,0,2,0,0,0,0,0,0
Q9I969,0,0,0,2,2,1,0,9,0,0,0,0,0,0
Q9I9H8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9IAL8,1,0,8,0,0,0,0,0,0,0,0,0,0,0
Q9IBD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9J4Z5,4,7,2,177,233,220,95,214,0,0,0,0,0,0
Q9J4Z6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9J504,0,0,0,1,0,1,1,1,0,0,0,0,0,0
Q9J569,256,603,231,115,275,366,244,339,0,0,0,0,0,0
Q9J5H5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9J5H7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9J5H8,8,17,27,0,4,1,0,0,0,0,0,0,0,0
Q9JHB4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Q9JHP7,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Q9JHR7,0,0,2.998,0,0,1,0,0,0,0,0,0,0,0
Q9JHU4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q9JHW0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9JHW4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9JI39,41.851,48.115,116.618,75.314,149.984,53.588,77.189,82.865,0,0,0,0,0,0
Q9JI69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9JI70,0,0,3,2,0,0,0,0,0,0,0,0,0,0
Q9JI90,0,0,0,34,36,19,19,28,0,0,0,0,0,0
Q9JII6,33,21,58,90,119,54,30,48,0,0,0,0,0,0
Q9JIS7,20,26,21,81,106,49,22,126,0,0,0,0,0,0
Q9JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9JJ09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9JJ59,12,22.717,12,1,4,1,2,3,0,0,2,0,0,0
Q9JJ79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9JJ80,1,2,5,0,11,5,0,2,0,0,0,0,2,0
Q9JJK2,2,1,1,9,5,5,4,12,0,0,0,0,0,0
Q9JJT0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9JJX6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q9JJZ8,0,0,0,2,18,13,3,39,0,0,0,0,0,0
Q9JJZ9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9JK42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9JK82,0,0,0,0,3.423,0,0,11.577,0,0,0,0,0,0
Q9JK91,13,18,28,1,1,2,0,6,0,0,0,0,0,0
Q9JK97,0,0,0,1,1,0,0,3,0,0,0,0,0,0
Q9JKA7,94,170,50,4,16,18,2,27,0,0,0,0,0,0
Q9JKA8,90,87.001,47,3,11,2,0,8,0,0,0,0,0,0
Q9JKA9,25,26,17,0,0,1,0,10,0,0,0,0,0,0
Q9JKB0,10,8,13,0,11.422,3.423,4.948,3.169,0,0,0,0,0,0
Q9JKB8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Q9JKU3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9JL04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9JL18,0,0,0,10,13,5,17,17,0,0,0,0,0,0
Q9JLG8,10,32,32,716,898,774,513,782,0,0,0,0,0,8
Q9JLI7,244.023,458.937,214,241,456,540.657,376,646,0,0,0,0,0,0
Q9JLK4,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Q9JLV6,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Q9JLY7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9JM15,123.234,80.572,135.434,2,18,4,13,10.484,0,0,0,0,0,0
Q9JM83,5,2,6,55,82.27,82,64,84.208,0,1,0,0,0,0
Q9JM98,515,545,437,869,1074,1081,712,809,0,0,0,0,0,0
Q9JMC3,0,0,0,0,3,0,0,5,0,0,0,0,0,0
Q9JMD3,3,21,13,3,11,24,5,33,0,0,0,0,0,0
Q9JMK8,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q9JUF2,8,19,18,18,24,55,25,56,0,0,0,0,0,0
Q9JVQ5,0,2,1,1,9,0,0,16,0,0,0,0,0,0
Q9JYI8,0,6,7,2,4,0,0,1,0,0,0,0,0,0
Q9K0I2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9K6K1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9K6Y7,66,39,40,71,82,30,34,68,0,0,0,0,0,0
Q9K867,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9K907,2,1,0,0,3,0,0,3,0,0,0,0,0,0
Q9KBI9,6,1,4,0,0,1,0,0,0,0,0,0,0,0
Q9KCQ5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9KCZ4,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Q9KDD8,313.008,395.504,322,418,876,833.98,664.001,743.977,0,0,0,0,0,0
Q9KF10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9KG32,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Q9KHI5,43,46,28,4,27,1,1,19,0,0,0,0,0,0
Q9KL16,182,407.938,237,202.237,437.529,449.253,349,583.173,0,0,0,0,0,0
Q9KN00,243,236,245,231,417,397,275,308,0,0,0,0,0,0
Q9KQH0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9KQH7,2,1,0,0,7,0,0,0,0,0,0,0,0,0
Q9KRP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9KUS0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9KUW9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9KVU5,0,0,0,2,9,0,0,2,0,0,0,0,0,0
Q9KX40,0,1,3,0,1,5,2,7,0,0,0,0,0,0
Q9L0L6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9L4K0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9L4Q7,0,0,0,8,31,10,12,15,0,0,0,0,0,0
Q9L7R4,0,0,0,9,4,7,3,9,0,0,0,0,0,0
Q9L9D7,0,1,0,0,0,0,0,2,0,1,0,0,0,6
Q9L9F4,0,0,0,8,20,26,8,13,0,0,0,0,0,0
Q9LBG2,0,0,4,0,0,1,0,0,0,0,0,0,0,0
Q9LBV3,0,0,5,0,0,0,0,7,0,0,0,0,0,0
Q9LCQ4,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Q9LD55,11,2,5,4,2,4,1,5,0,0,0,0,0,0
Q9LDC0,3,0,0,24,14,16,14,31,0,0,0,0,0,0
Q9LDH3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LDI3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LDK9,8,3,6,848,1255,1083,1135,918,0,0,0,0,0,0
Q9LDM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LDN0,24,15,12,22,39,27,8,26,0,0,0,0,0,0
Q9LDY5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LEB4,4,2,6,0,0,0,0,0,0,0,0,0,0,0
Q9LEJ0,1,4,5,5,4,4,1,3,0,0,0,0,0,0
Q9LEK8,0,2,5,1,7,1,3,0,0,0,0,0,0,0
Q9LEN0,0,0,0,1,1,2,0,1,0,0,0,0,0,0
Q9LEU4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LEV7,22,36,23,11,45,13,17,20,0,0,0,0,0,0
Q9LEW8,1,0,0,36,26,29,22,25,0,0,0,0,0,0
Q9LEY9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LF54,23,1,3,24,4,27,0,33,0,0,0,0,0,0
Q9LFB8,0,0,0,0,0,3,9,6,0,0,0,0,0,0
Q9LFC5,445,378,611,411,573,552,348,399,0,0,0,0,0,0
Q9LFE0,3,2,3,63,143,146,104,144,0,0,0,0,0,0
Q9LFE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LFF1,0,1,0,45,18,17,0,14,0,0,0,0,0,0
Q9LFH6,0,0,0,2,1,0,4,0,0,0,0,0,0,0
Q9LFN3,0,0,0,2,0,0,0,4,0,0,0,0,0,0
Q9LFN6,0,3,0,5,12,1,0,10,0,0,0,0,0,0
Q9LFQ4,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Q9LFV6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LG23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LG26,1,2,2,5,5,0,0,7,0,0,0,0,0,0
Q9LGZ2,0,0,3,6,13,1,0,11,0,0,0,0,0,0
Q9LH39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LH76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LHD2,0,0,2,0,0,1,0,6,0,0,0,0,0,0
Q9LHE5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LHG8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LHH7,236,254,284,172,334,263,184,446,0,0,0,0,0,0
Q9LHN7,0,0,0,0,0,1,3,1,0,0,0,0,0,0
Q9LI61,74,88,69,54,76,127,23,194,0,0,0,0,0,0
Q9LI84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LIA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LIC2,91,82,111,21,73,72,18,72,0,0,0,0,0,0
Q9LIC6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q9LIG0,0,2,0,0,0,0,0,3,0,4,0,0,0,0
Q9LIK5,17,46,37,7,5,1,2,29,0,0,0,0,0,0
Q9LIQ7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LIR9,24,58,38,7,5,1,4,4,0,0,0,0,0,0
Q9LIS2,0,0,0,0,1,0,16,0,0,0,0,0,0,0
Q9LJ45,124,224,94,82,153,456,233,326,0,0,0,0,0,0
Q9LJD8,0,0,1,1,5,5,0,10,0,0,0,0,0,0
Q9LJI2,2,0,0,1,0,0,0,2,0,0,0,0,0,0
Q9LJL3,0,0,2,9,2,13,19,7,0,0,0,0,0,12
Q9LJN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LJU7,0,0,4.652,0,1,0,0,2.316,0,0,0,0,0,0
Q9LJX4,223,299,247,124,335,445,232,457,0,0,0,0,0,0
Q9LJX8,174,201,148,16,5,10,17,11,0,0,1,0,0,0
Q9LK09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LK16,348,399,292,14,12,37,32,28,0,2,3,0,0,0
Q9LK23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LK25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LK58,82,107.99,78.997,117.144,127.239,86.912,114.546,132.225,0,0,0,0,0,0
Q9LK65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LK90,0,0,0,9,19,6,3,16,0,0,0,0,0,0
Q9LK94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LKA3,3,0,4,0,0,0,0,1,0,0,0,0,0,0
Q9LKB9,30,83,33,128,234,295,164,379,0,0,0,0,0,0
Q9LKJ3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LKR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
