Entry,USVI_118_A,UVI_092_B,UVI_094_B,UVI_096_B,UVI_108_B,UVI_132_B,UVI_092_C,UVI_094_C,UVI_100_C,UVI_102_C,UVI_104_C,UVI_106_C,UVI_108_C,USVI_118_C,UVI_132_C,UVI_136_C,UVI_138_C,UVI_106_D,M_d6_A,Past_d1_A,Past_d2_A,Past_d3_A,Past_d6_A,Past_d7_A,M_d6_B,O_d1_B,O_d3_B,O_d6_B,O_d7_B,O_d8_B,Past_d7_B,Pstr_d7_B,M_d1_C,M_d3_C,M_d6_C,O_d1_C,O_d3_C,O_d6_C,O_d7_C,O_d8_C
Q9P6K1,50,65,49,78,3,0,0,0,20,40,27,43,50,3,1,1,0,2,0,122,140,70,41,26,0,0,0,0,0,0,0,21,0,1,0,3,3,0,0,6
Q9P6P3,9,37,50,108,5,0,1,4,11,166,50,56.006,80,1,17,5,0,5,0,102,91,27,22,7,0,0,0,0,0,0,0,0,0,3,6,7,7,11,21,43
Q9P775,15,33,22,74,2,0,2,0,0,20,4,4,3,0,2,1,1,0,0,79,115,33,5,7,0,0,0,0,0,0,0,9,1,2,5,0,0,2,0,1
Q9P7B4,31,48,23,43,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,193.017,131,39,34,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9P7F1,317,163.481,148,650.039,4,0,6,11,23,110,39,82,154,17,103.022,35,31,53,0,1757.998,1298,525,577.893,65,0,0,0,4,0,0,0,13,6,6,9,26,49,66,26,93
Q9P7G5,17,110,57,141,1,0,0,0,0,0,0,15,0,1,1,3,0,1,0,88,64,37,8,30,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
Q9P7P0,2,6,10,14,0,0,1,0,0,11,0,4,3,3,4,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,3,13,13,28,28,57
Q9P7P8,0,40,45,118.709,0,0,0,2,0,0,0,11,0,5,19,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,280,379,196,0,9,0,0,0
Q9P7S7,40,44.979,33.242,130.457,2,0,0,0,0,0,0,3,0,1,0,0,0,3,0,171,138,71,84,14,0,0,0,0,0,0,0,15.686,0,4,3,0,0,0,0,0
Q9P7T8,39,116,131,268,0,0,3,0,6.517,3.001,0,14.385,15.222,0,2.705,4.472,3.57,16,0,216,244,113,88,11,0,0,0,0,0,0,0,13,10.311,26.667,18.265,30.432,48.991,46.97,10,59.736
Q9PT84,75,24,27,88,1,0,0,1,0,65,3,2,7,9,41,17,11,14,0,455,496,153,105.279,47,0,0,0,0,0,0,0,0,164,257,179,2,4,18,20,15
Q9QWZ1,20,66,35,110,0,0,6,8,0,0,0,0,0,0,19,32,7,1,0,78,64,37,20,18,0,0,0,0,0,0,0,15,5,0,0,45,63,6,0,18
Q9QX72,11,30,6,48,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,32,58,9,0,2,0,0,0,0,0,0,0,0,0,0,0,2,5,6,0,15
Q9QXE5,26,10,2,19,2,0,0,0,23,104,71,116.968,151,5,634,306,255,20,0,84,162,113,47,22,0,0,0,0,0,0,0,11,1,0,1,2,2,9,0,3
Q9QXN5,95.131,3.194,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,403.764,267.298,200.169,81.803,24.112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q9QXX8,7,19,23,46,1,0,0,0,0,11,2,0,2,0,9,1,3,1,0,30,39,11,11,5,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Q9QYI4,45.461,23,29,51,0,0,0,0,0,0,0,4,0,1,3,0,1,4,0,168,137.665,47,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Q9QYI7,29,165,143,329,3,0,0,9.954,12.722,46.826,19,69.29,34.617,4,126.269,70.911,45.522,15,0,173,199,94,42,21,0,0,0,0,0,0,0,13,34,41,72,66.669,46.432,60.716,25.476,62.079
Q9QYZ3,53,51,47,109,2,0,0,0,1,4,0,1,6,0,12,4,14,5,0,123,103,70,13,35,0,0,0,0,0,0,0,3,51,82,50,0,0,0,2,0
Q9QZU7,26,64.853,47,92.709,13,2,0,0,0,0,0,6,0,0,6.925,0,0,3,0,263,148,109,70,11,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0
Q9R053,490.999,407,333,885,10,0,5,21,22,125,35.998,81,92,10,132,61,43,65,0,1783.066,1723.998,759.998,510,207,0,0,0,0,0,0,0,56,74,79,66,58,107,51,64,137
Q9R0D8,11,21,21,11,0,0,17,18,0,0,0,1,0,1,0,0,0,0,0,69,89,24,16,12,0,0,0,0,0,0,0,0,3,4,3,253,415,238,296,238
Q9R1P4,68,135.83,68.215,172.64,4,0,0,3,0,2,0,3,0,4,3,0,0,6,0,349,306,128,297,22,0,0,0,0,0,0,0,33.76,0,0,0,0,4,0,0,2
Q9R9J1,174,233,198,381,3,0,2,3,16,49,14,45,26,7,3,12,10,19,0,657,549,186,307,50,0,0,3,0,0,0,0,64,0,2,0,46,29,42,40,55
Q9RA11,116,33,28,66,2,0,0,1,3,9,6,9,17,1,71,20,36,2,0,321,437,190,107,31,0,0,0,0,0,0,0,0,1,1,2,7,25.611,6,0,20
Q9RBP5,35,72.215,43,141,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,230,304,171,43,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9RKB5,532.822,267,178,562,10,0,0,3,29,87,62,94,112.535,4,22,20,40,15,0,1881.023,1839.748,681.957,655,208,0,0,0,0,0,0,0,104,0,5,2,6,8,2,5,10
Q9RPT1,67,122,82,115,0,0,0,2,0,5,5,10,4,3,0,0,0,0,0,201,208,76,93,30.158,0,0,0,0,0,0,0,48,2,0,0,1,4,0,1,0
Q9RYB4,59,20,15,55,0,0,0,1,2,10,1,3,2,0,0,0,2,0,0,291,196,63,44,15,0,0,0,0,0,0,0,4,0,0,0,4,4,6,0,7
Q9S170,18,82,83,194,0,0,2,0,0,4,0,6,8,4,206,87,140,27,0,87,98,24,18,12,0,0,0,0,0,0,0,4,116,106,137,16,9,9,2,10
Q9S281,42,28,35,88,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,490,303,145,97,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Q9S5E2,410,76,25,101.947,1,0,0,4,0,0,0,12,0,4,82,36,41,1,0,2239,1305,476,1020,90,0,0,0,0,0,0,0,0,4,20,11,0,3,2,0,1
Q9S726,126,95.45,74,144,4,0,2,4,0,5,4,5,3,6,81,30,23,8,0,438,440,172,77,69,0,0,0,0,0,0,0,8,225,300,307,2,8,7,7,4
Q9S7Q2,131,69,46,117,4,3,0,0,0,3,0,0,7,2,0,0,0,12,0,259,499.051,168,99.044,78,0,0,0,0,0,0,0,18,0,0,2,0,22,4,0,8
Q9S7U9,89,176.481,138,339,6,0,2,7,7,18,14,20,17,5,5,1,5,11,0,172,113,42,39,20,0,0,0,0,0,0,0,42,61,102,63,18,46,29,21,18
Q9S7X6,16,53,28,119,0,0,0,0,0,2,2,0,0,2,4,0,0,2,0,50,72,41,36,11,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
Q9S845,15,119,83,187,10,0,16,5,0,0,0,0,1,0,0,0,0,3.003,0,26,46,27,0,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
Q9S9T7,27,34,30,92,2,0,1,0,3,0,0,1,0,0,13,16,0,0,0,82,81,25,36,14,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,1
Q9SA18,68,144,74,224,3,0,0,0,0,9,0,5,1,8,133,43,41,7,0,343,355,151,71,39,0,0,0,0,0,0,0,20,1,0,4,5,1,5,3,8
Q9SA27,8,19,16,45,5,0,0,0,61,229,99,232,201,1,1,0,0,0,0,40,25,8,15,2,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0
Q9SA52,65,182,109,248,9,0,1,2,5,9,7,30,6,10,45,31,16,13,0,311.015,223,93,74,44,0,0,0,0,0,0,0,35,11,16,7,6,9,19,7,12
Q9SA73,81,178,78,274,0,0,0,0,0,0,0,14,0,4,29,5,2,0,0,578,524,181,346,68,0,0,1,0,0,0,0,38,2,2,1,0,0,0,2,0
Q9SAA9,57,43,18,77,0,0,0,0,0,0,0,12,0,2,0,0,0,4,0,593,505,163,233,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9SAB0,30,30,30,75,2,0,0,0,0,7,3,1,0,0,0,2,0,0,0,54,53,26,2,29,0,0,0,0,0,0,0,0,1,0,10,2,14,0,3,14
Q9SAH5,71,48,31,67,1,0,0,0,0,0,0,14,1,1,34,20,21,0,0,141,130,64,86,11,0,0,0,0,0,0,0,20,2,1,3,0,0,0,1,9
Q9SAR5,426.839,625.958,346.456,799.124,18,2,278,452,239.949,834.455,394.562,1019.451,1066.357,58,3737.558,2270.984,1831,50,0,1938.153,1909.07,803.289,884.715,212.174,0,4,0,0,0,0,0,86,1953.285,4682,2632.576,4507.746,7952.01,10280.927,10558,6093.698
Q9SB50,54,17,19,36,4,0,0,0,0,0,0,0,0,3,3,3,0,6,0,177,176,81,18,20,0,0,0,0,0,0,0,6,0,0,0,2,5,0,0,0
Q9SB51,0,18,9,37,1,0,0,6,46,132,44,122,145,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0
Q9SBJ1,150,118,103,202,6,0,14,18,16,24,17,39,32,4,109,61,41,5,0,644,647,237,328,63,0,0,0,0,0,0,0,59,57,66,56,124,131.446,84,80,42
Q9SCQ2,1,23,15,32,0,0,0,1,0,8,0,0,1,1,5,0,1,10.752,0,3,3.385,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Q9SCY5,49,40,32,53,0,0,0,0,0,13,0,7,3,0,59,29,21,1,0,122,85,31.505,30,20,0,0,0,0,0,0,0,18,0,1,2,6,4,1,1,11
Q9SEL6,15,52,39,94,0,0,0,5,0,0,2,4,0,0,19,8,4,9,0,66,62,64,29,8,0,0,0,0,0,0,0,12,21,13,43,0,0,4,0,2
Q9SF16,274,248,219,371,10,2,125,237,4,3,5,17,8.786,9,3,1,0,36,0,1075,1190,463,393,107,0,0,0,0,0,0,0,102,9,3,12,2268,3426.944,3102,2418,2655
Q9SFB3,26,139,71,243,5,0,24,16,10,22,4,19,29,2,88,63.013,35,7,0,280,323,162,64,25,0,0,0,0,0,0,0,17,14,11,21,51,91,80,44,126
Q9SFB8,189.924,271.36,226.149,523,4,0,3,35,49,103,55,125,119,2,69,46,36,23,0,869.803,810.504,369.489,281.4,89.789,0,0,0,0,0,0,0,11,8,3,11,244,346,321,165,461
Q9SFE9,0,72,68,139,2,0,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Q9SFU0,184,70.657,52,158.011,1,0,10,9,0,0,2,6.817,7.909,10,40,18,22,23,0,798,757,246,229,90,0,0,0,0,0,0,0,1.025,5,10.991,19.148,264,353,293,222,176
Q9SGA6,474,378.711,276.318,452.886,9,1,32,99,37,60,42,52,59,1,443,166,214,24,0,1596,1482,771,1218,217,0,0,0,0,0,0,0,174.999,1329,1263,1083,1197,1893,1042,1331,802
Q9SGC1,52,85,36,154,1,0,0,1,2,6,2,15,10,11,35.388,10,8,11,0,259,275,115,73,26,0,0,0,0,0,0,0,0,1,1,0,1,3,10,0,7
Q9SHG6,53,112,86,252,4,0,0,0,0,1,1,1,1,0,161,77,72,11,0,137,138,46,31,30,0,0,0,0,0,0,0,13,18,9,6,0,1,0,0,1
Q9SHJ3,13,8,4,18,0,0,0,0,0,3,4,4,5,0,1,0,3,0,0,134.999,204.992,110,33.959,2,0,0,0,0,0,0,0,0,0,0,1,3,8,1,0,9.994
Q9SHL7,7,72,64,151,5,0,0,0,0,2,0,2,3,1,0,1,2,2,0,41,67,26,0,8,0,0,0,0,0,0,0,20,2,0,0,0,0,1,0,1
Q9SHZ1,13,34,24,70,0,0,0,2,15,85,41,61,78,0,6,4,3,4,0,17,30,8,1,3,0,1,0,0,0,0,0,0,52,43,54,44,48,31,15,39
Q9SIC9,210.912,220,184,467,5,0,1,6,40,122,92.039,49,87.642,7,135,33.591,46,104,0,432,409.001,235,181,94,0,2,0,0,0,0,0,44,197.001,261.58,243,56.115,158.608,80.827,91,215.903
Q9SIH1,0,60,66,98,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0,0,1,1,0,0,0
Q9SIP7,851,644.359,393.841,960.996,23,115,0,0,0,0,0,7,0,0,0,0,0,56,183,2406,2484,853,1670,435,129,11,20,8,5,8,0,221,0,0,0,0,0,0,0,0
Q9SJ20,341,18,8,75,0,0,0,0,0,0,0,2,0,0,0,0,0,19,0,1220,845,364,907,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9SJA1,24,87,68,186,0,0,0,0,2,1,3,13,3,7,29,14,21,51,0,166,171,50,73,17,0,0,0,0,0,0,0,8,7,15,20,0,3,2,17,17
Q9SJD4,208.98,258,138.701,443.124,2.269,1,7,5,9,33.084,11,33,20,6.648,1175.922,629.997,459,19,0,702.776,778,365,452,84,0,0,0,0,0,0,0,37,2681,3308,2275,42,32,17,6,101
Q9SJF3,40,20,43,64,1,0,0,0,0,0,0,1,0,0,17,0,2,12,0,159,103,52,62,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9SJI8,57,13,18,45,1,0,14,11,19,136,31,94,179,0,109,62,47,0,0,668,453.987,209.93,305,33,0,0,0,0,0,0,0,0,265,293,220,153,392,351,354,323
Q9SJK6,9,31,15,81,1,0,0,0,11,77,12,49,54,0,4,1,0,43,0,33,38,11,24,6,0,0,0,0,0,0,0,2,0,1,0,0,5,0,0,1
Q9SJY5,29,126,79,205,0,0,2,12,0,3,0,9,1,7,6,2,3,0,0,220,182,81,72,33,0,0,0,0,0,0,0,16,0,3,1,87,127,122,53,114
Q9SK39,78,209,118,296,9,1,11,45,39,124,100,141,161,3,110,85,51,41,0,331,369,158,178,67,0,0,0,0,0,0,0,31,187,169,235,481,629,471,285,431
Q9SKX5,0,16,4,7,0,0,1,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Q9SKZ5,796.417,3,4,23,0,0,30,38,49,252,134,195,235,4,252,128,169,3,0,2352.286,1432.299,583.453,1524.244,85.539,0,0,0,0,0,0,0,0,565,748,564,488,825,791,808,728
Q9SL02,57,73,53,182,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,359,357,140,61,41,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Q9SLG9,48,217,149,382,9,2,0,0,0,0,0,30,0,0,0,0,0,24,0,295.182,307.826,98.003,106,32,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0
Q9SM43,48,15,28,61,0,0,0,0,11,16,6,22,14,11,13,1,3,0,0,114,120,85,64,22,0,0,0,0,0,0,0,2,1,0,1,1,12,8,13,8
Q9SMH3,43,53,34,92,1,0,0,0,10,72.359,18,30.452,48.471,0,38.752,4,22,10,0,346,241,76,69,13,0,0,0,0,0,0,0,16,7,2.333,8,0,49,60,11,128.921
Q9SMI3,863,556,251,478,12,3,164,207,122,312,283,247,342,19,400,233,201,51,0,2653,2218,1481,2726,513,0,0,0,0,0,0,0,189,64,45.077,68,4382.999,6346,4083,7246,2274
Q9SMZ4,46,24,9,39,0,0,0,0,2,7,3,2,4,0,53,44,26,6,0,229,191,79,22,13,0,0,0,0,0,0,0,0,0,1,0,1,4,9,17,24
Q9SP08,0,20,15,16,0,0,0,0,0,0,1,2,0,0,8,4,10,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,2
Q9SQN2,257,154,137,320,4,0,28,40,30,142,72.754,154,188,5,193.434,93,93,7,0,1043,1242,547,320,75,0,0,0,0,0,0,0,45,182,298,177,107,395,308,209,456
Q9SR00,84.206,105,94,183,7,0,18,25,22,60.003,57,64,97.992,2,145,112,89,2,0,411.706,470.752,193,145,51,0,0,0,0,0,0,0,6,194.076,199.01,253.003,257.856,441.761,206.088,139.454,269.775
Q9SR22,1,375.099,226.415,423.738,4,0,2,4,0,2,2,3,2,0,49,41,11,4,0,16.001,10,5.462,0,0,0,0,0,0,0,0,0,40,0,7,4,0,1,0,0,7
Q9SR77,30,1,1,0,5,0,1,0,2,5,4,9,5,15,138,60,59,15,0,391,357,128,65,16,0,0,0,0,0,0,0,27,6,5,3,2,14,6,0,10
Q9SRE0,15,29,12,19,0,0,4,17,18,38,37,58,78,0,110,36,35,7,0,8,20,10,5,12,0,0,0,0,0,0,0,0,118,86,136,122,145,149,82,130
Q9SRH6,18,45,38,90,0,0,1,0,0,0,0,4,0,2,74,46,33,0,0,100,207,71,22,9,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
Q9SRK7,2730.145,486.014,411.738,1009.058,10,0,6,8,20,38,37,58,69,4,451.695,303,212,0,0,14824.942,11149.541,4602.042,6201.069,741.819,0,0,0,0,0,0,0,3,843,1054,704,67,156,106,85,111
Q9SS81,31,1,4,18,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,140,199,73,49,31,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Q9SSA5,38,16,14,108,0,0,0,0,0,3,0,4,1,1,37,6,7,0,0,234,314,87,28,15,0,0,0,0,0,0,0,0,1,0,0,6,31,59,33,47
Q9SSJ8,7,7,3,26.05,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,14,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9ST27,8,73,78,237,1,1,13,43,30,171,47,84,156,1,94,29,19,10,0,94,90,58,33,7,0,0,0,0,0,0,0,13,110,142,86,80,306,416,183,449
Q9ST43,111,836,467,1224,16,0,92,159,163,566,241,495,579,23,351.614,233,157,32,0,529,411,183,560,39,0,4,0,0,0,0,0,65,435,917,312,1566,3013,2952,2789,1679
Q9STD3,286.546,374.312,279.372,671.177,45.633,3,43,53,99,377,190,330,391,2,360,179,140,43.369,0,2256.82,2101.59,680.038,946.762,142.23,26,59,44,60,39,20,0,54.918,823,1060,698,518,872,1005,663,920
Q9STH1,16,160,120,348,10,1,2,19,0,1,3,5,3,0,23,1,1,0,0,54.137,44,22,22,5,0,0,0,0,0,0,0,43,14,6,10,144,223,227,117,148
Q9STS3,3,17.206,17,24,1,0,0,0,0,0,1,0,1,0,0,2,1,0,0,24,27,11,12,0,0,0,0,0,0,0,0,30,1,2,1,0,5,4,0,5
Q9SUG6,28,80,78,81,0,0,0,1,1,6,0,16,3,4,3,4,1,7,0,182,209,67,43,15,0,0,0,0,0,0,0,62,0,0,0,1,13,0,1,0
Q9SUK9,115.284,156.389,160,340.183,3,0,8,4,9.551,28.483,6.408,25.737,36.974,2,29.502,3.153,14.505,8,0,851.049,818.119,358.548,136.29,89.143,0,0,0,0,0,0,0,37.847,51,67,22,121,219,194,177,182
Q9SUP1,9,29,5,23,2,0,7,8,29,69,54,184.006,152.597,0,27,1,8,7,0,64,82.702,32,13,7.599,0,0,0,0,0,0,0,11,60.851,25.046,20,305.014,462.786,259.446,170.996,270.995
Q9SUS4,15,20,9,41,0,0,9,7,34,122,72,98,160.783,0,253.002,171,136,3,0,61,72,30,17,11,0,0,0,0,0,0,0,0,254,345,196,155,261,338,253,444
Q9SVV9,1993.957,125.339,117,365.358,3,0,6.644,24.396,89.577,453.011,76.617,426.363,617.77,19,255.08,125.095,67.086,14,0,11302.731,10562.742,4569.865,9625.351,645.249,0,0,0,0,0,0,0,4,260.276,416.285,177.883,71.733,332.758,507.169,154.071,488.216
Q9SW18,128,114,48,144,8,0,6,24,2,5,2,24,1,5,0,0,0,0,0,402,324,103,111,50,0,0,0,0,0,0,0,5,0,1,2,121,184,157,178,156
Q9SWE7,48,66,94,130,4,30,48,56,48,198,82,132,174,2,593,309,204,6,0,125,98,42,28,16,43,20,33,38,48,54,0,4,1377.001,1199,1466,1189,1547,1124,924,1159
Q9SWH4,72,31,52,88,0,0,0,0,2,0,3,9,3,0,25,10,14,0,0,226,179,76,34,16,0,0,0,0,0,0,0,21,4,0,1,0,4,4,2,0
Q9SX29,0,26,14,55,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,0,1,7,2,1,0
Q9SXD1,76,310.377,324.699,770.18,22.08,0,8,1,0,0,0,14,0,0,0,1,0,30,0,303,448,224,80,49,0,0,0,0,0,0,0,75.246,0,4,3,0,24,0,6,10
Q9SXD8,66.718,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,332.699,455.725,271.455,121.213,43.891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9SY09,76,117,100,203,109,0,0,3,9,69,37,3,2,0,1,0,0,12,0,412,307,141,150,33,110,215,270,254,302,228,0,12,1,0,0,9,6,6,7,5
Q9SY14,269,480,364,891,13,0,2,12,1,43,11,42,13,8,182,92.095,61,13,2,1079.735,1484.944,699.514,160,125,0,0,0,0,0,0,0,86,13,15,8,14,44,46,8,42
Q9SY59,105,82,70,153,1,0,1,0,0,0,2,2,4,1,4,5,1,27,0,218,171,178,192,34,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,2
Q9SYM4,28,60,27,109,4,0,0,0,0,0,0,29,0,0,0,0,0,5,0,77,109,32,19,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Q9SYM5,151.624,146,130.749,294.102,0,1,120,248,7,43,8,21,30,11,97,43,36,15,0,801.025,762.057,328.838,332.72,55.746,0,0,0,0,0,0,0,32,19,7,11,2299,4024,3987,3421,3644
Q9SZ83,168,7,7,44,0,0,0,0,0,10,0,22,0,10,9,0,1,27,0,533,430,195,283,35,0,0,0,0,0,0,0,3,0,0,0,3,2,1,3,3
Q9SZL6,3,11,9,44,0,0,0,0,0,0,0,0,0,1,4,0,2,2,0,22,30,16,11,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
Q9T034,26,41,35,101,3,2,29,39,1,2,5,7,2,1,9,1,3,11,0,73.992,74,15,13,14,0,0,0,0,0,0,0,9,8,8,4,589,708,444,559,439
Q9T042,198,123,71,207,8,0,0,3,4,11,6,29,7,6,25.002,3,1,12,0,692,707,297,214,95,0,0,0,0,0,0,0,39,76,47,52,7,21,23,7,21
Q9T0D6,0,80,59,113,2,0,0,0,0,7,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0
Q9TM45,27,17,22,26,0,0,3.918,14,13,19,9,27,35,0,83,51,40,5,0,181,143,91,69,17,0,0,0,0,0,0,0,0,0,0,3,52,116,87,59,86
Q9TSZ3,46.997,80,83,274,3,0,1,0,0,7,0,15,4,4,8,2,1,21,0,349.022,388.486,198,83.013,39,0,0,0,0,0,0,0,12,4,1,5,2,11,18,5,25
Q9TT16,0,22,14,30,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Q9TTU3,7,56,54,74,2,0,0,0,17,15,2,15,30,0,7,2,2,7.872,0,39,15,8,0,0,0,0,0,0,0,0,0,3,1,4,0,9,19,10,0,10
Q9TV66,113,155,88.203,276.359,16,0,10,8,16,67,34,67,111,16,198,87,48,31,0,451,460,182,82,59,0,0,0,0,0,0,0,27,110,87,99,109,145,58,65,137
Q9TW32,178.046,111,93,224,2,0,7,13,0,0,0,5,1,0,40,22,16,3,0,743,776,281,129,99,0,0,0,0,0,0,0,52.033,13,50,21,84,101,70,64,56
Q9TXQ1,118.503,533.018,420.749,1044.2,19,0,12,8,3,11.001,5,30,11,1,85.11,51.002,13.983,34,0,323.474,451.386,135,88.747,40,0,2,0,0,0,0,0,118,43.677,76.187,13,6.098,12.925,19.346,2,20.437
Q9TYP1,5,166,155,364,2,0,3,0,2,0,2,17,0,2,1,0,0,8,0,55,38,4,6.21,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Q9U1H8,1,26,15,23,0,0,0,0,15,10,25,10,21,0,0,4,0,0,0,15,24,13,4,0,0,0,0,0,0,0,0,0,16,25,29,1,6,0,1,1
Q9U1S7,189.04,69,88,173,0,1,2,2,2,10.07,5.002,4.227,9.392,1,47.463,6.246,1.342,3,0,388,282,392.154,240.799,86.733,0,0,0,0,0,0,0,24,358.992,423,350,3,36.751,30.509,6,11.315
Q9U213,19,61,36,210,7,0,2,1,0,0,5,1,4,2,3,0,1,19,0,84,78,43,12,2,0,0,0,0,0,0,0,5,0,0,0,0,3,0,1,1
Q9UBV2,9,36,38,112,0,0,0,0,0,0,0,1,1,1,9,13,5,3,0,41,50,35,0,6,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,2
Q9UFF9,1,31,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,61,31,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9UI33,87.347,26,14,32,0,0,5,5,0,13,10,34,13,3,7,21,7,0,0,468.183,518.867,219.444,134,53,0,0,0,0,0,0,0,10,1,4,4,26,80,145,92,193
Q9UII4,11,17,9,21,0,0,36,83,93,302,110,317,418,6,203,71,59,0,0,23,50,36,0,1,0,0,0,0,0,0,0,1,134,316,170.49,434,730,888,473,1076
Q9UJZ1,30,50,31,68,3,0,11,4,4,9,10,8,11,0,42,21,15,0,0,141,156,55,47,42,0,0,0,0,0,0,0,16,0,1,4,193,153,139,115,187
Q9UL51,119.733,88,97,253,3,3,9,17,3.457,17,15.776,18,2,11.374,212,75,68,27.603,0,774.087,828.439,245.581,143,53,0,0,0,0,0,0,0,3,18,15,9,58,124.578,118.577,70.052,139.831
Q9ULC3,42.235,68,56,133,5,0,1,1,0,3,0,8,6,0,3,0,2,0,0,109.254,192.396,85.536,54,28.351,0,0,0,0,0,0,0,10,0,0,8,0,2,2,3,6
Q9ULH0,74.068,373.009,332,690,10,3,0,0,0,3,4,3,0,1,10,4,3,7,0,312.077,308.66,132.302,58,46,27,34,46,65,22,37,0,60,0,4,2,0,2,0,0,0
Q9ULJ7,511.714,934.478,729.105,1795.477,40,2,1,2,20,88.146,25,86,97,24,537,290,230,97,0,1974.741,2099,760.404,562,235,0,0,0,0,0,0,0,233.214,89,115,131,58,60,36,23,59
Q9UPR5,78,123,128,258,2,0,0,0,0,2,0,32,6.003,3,104,34,25,12,0,366,410,166,109,31,0,2,0,0,0,0,0,12,5,4,4,6,1,6,2,0
Q9UPV0,201.903,211,171,407,6,1,0,0,3,2,1,8,9,0,161,79,64,39,0,1144.918,1276.829,324.258,124,89.82,0,3,0,0,0,0,0,15,6,5,2,3,11,3,7,4
Q9UQ07,68,137,101,275,13,0,5,9,29,95,28,101,106,3,71.002,52,34,6,0,348,331,168,98,20,0,0,0,0,0,0,0,6,8,4,1,147,175,134,131,173
Q9UQD0,247,14,15,71,0,0,3,1,3,25,2,6,15,3,77,37,21,9,0,899.068,840.706,297,214,115.387,0,0,0,0,0,0,0,2,10,7,9,11,25,19,15,31
Q9US41,456,188,109,328,5,0,0,0,0,0,0,15,1,2,122,82,45,12,0,1408,1364,522,1717,87,0,0,0,0,0,0,0,13,0,0,0,4,10,1,9,9
Q9USH5,12,53,43,100,0,0,0,0,0,0,10,0,2,2,5,1,0,6,0,65,110,67,29,16,0,0,0,0,0,0,0,7,2,0,0,0,2,0,0,3
