Entry,UVI_092_B,UVI_094_B,UVI_096_B,UVI_100_B,UVI_102_B,UVI_104_B,UVI_106_B,UVI_108_B,USVI_118_B,UVI_132_B,UVI_136_B,UVI_138_B
Q5R5F2,35,33,63,2,0,0,1,0,0,0,0,0
Q5R5H1,0,0,0,0,0,0,0,0,0,0,0,0
Q5R5J6,53,33,76,0,0,0,1,3,0,0,0,0
Q5R5L3,42.002,38,123,0,0,0,0,0,0,0,0,0
Q5R5L9,65,50,89,0,0,0,0,4,0,0,0,0
Q5R5N6,24,29,60,0,3,0,0,0,0,0,0,0
Q5R5S9,2,3,17,0,0,0,0,0,0,0,0,0
Q5R5T8,30,30,48,0,0,0,0,0,0,0,0,0
Q5R5U4,31,20,20,0,0,0,0,2,0,0,0,0
Q5R5X3,398.383,340.992,821,0,19,0,3,16,9,0,2,0
Q5R5X9,28,6,19,0,0,1,0,0,0,0,0,0
Q5R601,35,30,82,0,0,0,1,5,1,0,0,0
Q5R614,57,72,185,0,3.707,0,0,3,0,0,0,0
Q5R628,78,94,101,0,0,0,0,3,4,0,0,0
Q5R630,13,19,11,0,0,0,0,0,0,0,0,0
Q5R632,33,27,74,0,0,0,0,0,0,3,0,0
Q5R686,22,17,59,0,0,0,0,2,1,0,0,0
Q5R6G2,9,12,7,0,0,0,0,0,0,0,0,0
Q5R6Q2,35,33,77,0,0,0,0,0,0,0,0,0
Q5R706,11,4,27,0,0,0,0,0,0,0,0,0
Q5R7B8,6,21,21,0,0,0,0,2,0,0,0,0
Q5R7E5,7,4,33,0,0,0,0,0,0,0,0,0
Q5R7G9,2,0,3,0,0,0,0,0,0,0,0,0
Q5R7Q4,0,0,0,0,0,0,0,0,0,0,0,0
Q5R7R6,20,25,61,0,0,0,0,1,0,0,0,0
Q5R7S4,18,8,26,0,0,0,0,1,0,0,0,0
Q5R824,0,0,0,0,0,0,0,0,0,0,0,0
Q5R831,20,6,29,0,0,0,0,0,2,0,0,0
Q5R833,13,11,18,0,0,0,0,0,0,0,0,0
Q5R874,18,18,54,0,0,0,0,0,0,0,0,0
Q5R8C0,15,2.982,27.004,0,0,0,0,0,0,0,0,0
Q5R8E3,12,8,30,0,0,0,0,0,0,0,0,0
Q5R8I6,19,16,28,0,0,0,0,0,0,0,0,0
Q5R8J8,33,15,48,0,0,0,0,3,0,0,0,0
Q5R8M1,24,40,131,0,0,0,0,4,1,0,0,0
Q5R8M3,4,3,4,0,0,0,0,0,0,0,0,0
Q5R8Q7,8,8,30,0,0,0,0,0,0,0,0,0
Q5R941,48,15,73,0,0,0,0,0,0,0,0,0
Q5R946,5,0,3,0,0,0,0,0,0,0,0,0
Q5R978,38,8,59,0,0,0,0,0,1,0,0,0
Q5R979,11,6,11,0,0,0,0,0,0,0,0,0
Q5R9A7,23,17,34,0,0,0,0,0,0,0,0,0
Q5R9F5,43,39,97,0,0,0,0,5,0,0,0,0
Q5R9P3,0,0,0,0,0,0,0,0,0,0,0,0
Q5R9W5,47,43,53,0,0,0,0,4,2,0,0,0
Q5R9Z6,84,84,142,0,0,1,0,5,0,1,0,0
Q5RA02,9,10,43,0,0,0,0,0,0,0,0,0
Q5RAG2,56,25.65,115.412,0,0,0,1,1,0,0,0,0
Q5RAP0,52,28,91,0,0,0,0,2,0,0,0,0
Q5RAR6,5,2,0,0,0,0,0,0,0,0,0,0
Q5RAU5,109,35,142,0,3,0,3,1,1,0,0,0
Q5RB02,24,26,92,1,0,0,0,0,0,0,0,0
Q5RBB1,6,2,9,0,0,0,0,0,0,0,0,0
Q5RBF1,1,2,3,0,0,0,0,0,0,0,0,0
Q5RBL0,39,27,96,0,0,0,0,0,0,0,0,0
Q5RBP4,24,11,16,0,0,0,0,0,0,0,0,0
Q5RBP6,0,0,0,0,0,0,0,0,0,0,0,0
Q5RBS9,68,60,84,0,1,0,3,0,1,0,0,0
Q5RBU7,66,49,120,0,0,0,0,0,0,0,0,0
Q5RBX7,37,21,61,0,0,0,0,5,0,0,0,0
Q5RC30,0,0,0,0,0,0,0,0,0,0,0,0
Q5RC74,68,61,108,0,0,0,0,1,1,0,0,0
Q5RC80,148.494,133.562,249.434,0,2,0,0,4,0,0,0,0
Q5RCB8,0,0,1,0,0,0,0,0,0,0,0,0
Q5RCC4,20,4,22,0,0,0,0,0,0,0,0,0
Q5RCH1,82,44,137,1,0,0,0,6,0,0,0,0
Q5RCH4,70,73,103,0,3,0,0,1,1,0,0,0
Q5RCM7,1,0,13,0,0,0,0,0,0,0,0,0
Q5RCP7,33.485,37,100,0,0,0,1,0,0,0,0,0
Q5RCS8,195,167,283,0,0,0,2,3,0,0,0,0
Q5RCV8,22,7,49,0,0,0,0,0,0,0,0,0
Q5RCZ7,205,146,410,0,0,0,0,13,2,0,0,0
Q5RD71,7,0,5,0,0,0,1,0,0,0,0,0
Q5RDJ7,5,3,8,0,0,0,0,0,0,0,0,0
Q5RDQ3,27,10,39,0,2,0,0,0,0,0,0,0
Q5RDU4,172.681,126,309.266,0,0,0,0,6,0,0,0,0
Q5RE15,77,58,105,0,0,0,0,7,0,1,0,0
Q5REB1,6,7,38,0,0,0,0,0,0,0,0,0
Q5REB9,16,6,47,0,0,0,0,3,0,0,0,0
Q5REG4,84,59,104,0,4,1,1,12,0,0,0,0
Q5REH2,78,45,133,0,0,0,0,7,1,0,0,0
Q5RF14,1,0,3,0,0,0,0,0,0,0,0,0
Q5RF15,48,19,80,0,0,0,0,0,0,0,0,0
Q5RF28,27,26,38,0,0,0,0,0,0,0,0,0
Q5RF77,32,36,96,0,0,0,0,1,0,0,0,0
Q5RF83,0,5,1,0,0,0,0,0,0,0,0,0
Q5RF88,60,19,60,0,0,0,0,3,0,0,0,0
Q5RFB3,7,11,41,0,0,0,0,0,0,0,0,0
Q5RFD2,2,4,34,0,0,0,0,0,1,0,0,0
Q5RFQ0,9,10,19,0,0,0,2,0,1,0,0,0
Q5RFT1,82,73,96,0,0,0,0,1,0,0,0,0
Q5RFU0,38,35,110,0,3,0,0,2,0,0,0,0
Q5RG45,118,55,165,0,0,0,5,3,0,0,0,0
Q5RGB8,6,12,27,0,0,0,4,0,0,0,0,0
Q5RGJ5,16,10,30,0,0,0,0,0,2,0,0,0
Q5RGJ6,33,14,25,0,0,0,0,1,0,0,0,0
Q5RGT6,43,19,43,0,0,0,0,0,0,0,0,0
Q5RGV1,56,58,196,0,0,0,0,3,1,0,0,0
Q5RH95,0,0,0,0,0,0,0,0,0,0,0,0
Q5RHY1,17,15,66,0,0,0,0,0,0,0,0,0
Q5RJL2,1,2,2,0,0,0,0,0,0,0,0,0
Q5RJZ1,71.153,32,132,0,0,0,0,2,4,0,0,0
Q5RKH1,210,109,239,0,0,0,0,6,1,0,0,0
Q5RKH7,24,15,37,0,0,1,0,4,0,0,0,0
Q5RKL7,25,15,70,0,0,0,0,0,0,0,0,0
Q5RKQ0,173,131.516,284,0,0,0,0,4,3,0,0,0
Q5RKZ7,8,4,46,0,0,0,0,0,0,0,0,0
Q5S003,224.736,202,463.742,0,0,0,0,4,0,0,0,0
Q5S006,28,23,75,0,5,0,3,4,0,0,0,0
Q5SF07,33,45,107,1,1,0,0,4,0,0,0,0
Q5SI81,0,0,3,0,0,0,0,0,0,0,0,0
Q5SJS9,7,7,2,0,0,0,0,0,0,0,0,0
Q5SKR5,15,20,35,0,0,0,0,0,0,0,0,0
Q5SMG8,83,50,142,0,0,0,1,5,0,0,0,0
Q5SNX7,214,158,397,0,3,0,0,1,1,1,0,0
Q5SPC5,37,16,72,0,0,0,0,3,0,0,0,0
Q5SQM0,47,39,131,0,0,0,0,2,0,0,0,0
Q5SRE7,3,7,6,0,0,0,0,0,0,0,0,0
Q5SRI9,27.238,9,9,0,4,0,0,0,0,0,0,0
Q5SS80,18,12,31,0,0,0,1,1,0,1,0,0
Q5SSZ7,33,24,38,0,0,0,0,3,0,0,0,0
Q5SUC9,38,23,66,0,0,0,0,1,0,0,0,0
Q5SUV2,62,56,172,0,0,0,0,2,2,0,0,0
Q5SWY8,8,15,21,0,2,0,0,0,0,0,0,0
Q5SXJ3,16,27,60,0,0,0,1,0,0,0,0,0
Q5SXM8,48,46,103,0,0,0,0,4,0,0,0,0
Q5T089,102,54,139,0,0,0,0,5,1,0,0,0
Q5T440,7,3,8,0,0,0,0,0,0,1,0,0
Q5T4D3,32,22,19,0,0,0,0,0,1,0,0,0
Q5T655,0,0,0,0,0,0,0,0,0,0,0,0
Q5T7N3,50,30,65,0,3,0,0,0,1,0,0,0
Q5TC63,11,3,29,0,0,0,0,3,0,0,0,0
Q5TCS8,76,94,223,0,0,0,0,0,2,0,0,0
Q5TEA3,47,26,128,0,0,3,0,1,0,0,0,0
Q5TEA6,28,15,47,0,0,0,0,0,2,0,0,0
Q5TEC6,14,8,25,0,0,0,0,2,0,0,0,0
Q5TFG8,2,16,23,0,0,0,0,0,0,0,0,0
Q5TGY1,35,19.029,36,0,0,0,0,0,0,0,0,0
Q5TH74,34,26,105,0,0,0,0,0,0,0,0,0
Q5TYM7,82,94,215,0,0,0,0,14,0,0,0,0
Q5TYW6,196,125,360,0,6,0,0,12,2,0,0,0
Q5TZ51,81,63,156,0,0,0,0,3,0,0,0,0
Q5U1Y1,8,3,28,0,0,0,0,1,0,0,0,0
Q5U239,3,5,8,0,0,0,0,0,2,0,0,0
Q5U243,25,20,71,0,0,0,0,2,0,0,0,0
Q5U2P1,7,20,38,0,0,0,0,4,0,0,0,0
Q5U2S6,42,18,28,0,0,0,0,1,0,0,0,0
Q5U2W5,22,21,78,0,0,0,0,0,0,0,0,0
Q5U2X2,169,148,255,0,0,1,2,4,0,1,0,0
Q5U305,126,93,221,0,0,0,0,15,0,0,0,0
Q5U312,10,9,15,0,0,0,0,0,1,0,0,0
Q5U315,61,30,73,0,0,1,0,7,0,0,0,0
Q5U374,16,17,30,0,0,0,0,1,0,0,0,0
Q5U3G6,35,17,87,0,0,0,1,2,1,0,0,0
Q5U3H3,16,1,17,0,0,0,0,0,0,0,0,0
Q5U3W0,41,16,98,0,0,0,0,0,0,0,0,0
Q5U3Y5,11,9,39,0,0,0,0,0,0,0,0,0
Q5U430,7,0,2,0,0,0,0,0,0,0,0,0
Q5U458,58,18,86,0,0,0,0,0,0,0,0,0
Q5U4C9,33,4,32,0,0,0,0,2,0,0,0,0
Q5U4F6,16,6,26,0,3,0,0,1,0,0,0,0
Q5U4X5,194,172,421,0,3,0,5,7,1,0,0,0
Q5U5Z8,150.42,82,214.064,0,0,0,0,5,1,1,0,0
Q5U680,31,19,69,0,0,0,1,0,0,0,0,0
Q5UAP0,0,0,0,0,0,0,0,1,2,0,1,0
Q5UAP4,0,0,0,0,0,0,0,0,0,0,0,0
Q5UNS8,78,75,153,0,2,0,0,4,0,0,0,0
Q5UNT8,149,121.563,268,0,0,0,0,11,0,0,0,0
Q5UNW1,155.701,133,305,0,1,0,0,2,0,0,0,0
Q5UNW6,11.347,37.083,52.517,0,0,0,0,0,0,0,0,0
Q5UP24,133,58,153,1,0,0,0,0,0,0,0,0
Q5UP54,95,41,88,0,0,0,0,2,0,0,0,0
Q5UP55,20,18,38,0,0,0,1,5,3,0,0,0
Q5UP57,45,62,65,0,0,0,0,1,1,0,0,0
Q5UPD4,359,273,677,0,6,0,1,13,7,1,0,0
Q5UPF8,41,23,40,0,0,0,0,1,1,0,0,0
Q5UPG5,353.479,218,619.31,0,0,0,1,7,5,0,0,0
Q5UPJ4,43,49,104,0,0,0,0,1,2,0,0,0
Q5UPM6,75,73,188,0,6,0,0,4,0,0,0,0
Q5UPP8,44,26,72,0,0,0,0,0,0,0,0,0
Q5UPT4,5,4,6,0,0,0,0,0,0,0,0,0
Q5UPT6,2,8,3,0,0,0,0,0,0,0,0,0
Q5UPX0,15,21,30,0,0,0,0,0,1,0,0,0
Q5UQ40,9,4,11,0,0,0,0,0,0.871,0,0,0
Q5UQ52,130,85,181.726,3,0,0,0,3,1,0,0,0
Q5UQ63,4,0,17,0,0,0,0,0,0,0,0,0
Q5UQ88,53,42,102,0,0,0,0,3,0,0,0,0
Q5UQ97,8,3,8,0,0,0,0,0,0,0,0,0
Q5UQA2,54,52,125,0,0,0,0,0,0,0,0,0
Q5UQA6,16,29,58,0,0,0,0,0,0,0,0,0
Q5UQE9,793,649.03,1424.694,3,4,0,4,23,9,1,0,0
Q5UQK0,319,206,495,0,4,0,2,10,2,0,0,0
Q5UQK4,3,10,25,0,0,0,0,0,2,0,0,0
Q5UQL2,4,1,7,0,0,0,0,0,0,0,0,0
Q5UQL9,31,13,22,0,0,0,0,0,0,0,0,0
Q5UQP2,4,5,3,0,0,0,0,0,0,0,0,0
Q5UQV6,7,8,12,0,0,0,0,0,0,0,0,0
Q5UQW3,1,1,1,0,0,0,0,0,0,0,0,0
Q5UQW4,157,145,310,0,1,0,0,4,0,0,0,0
Q5UR03,69,53,123,0,0,0,1,1,1,0,0,0
Q5UR04,7,4,11,0,0,0,0,0,0,0,0,0
Q5UR45,71,41,116,0,1,0,0,3,0,0,0,0
Q5UR59,99,68,158,0,1,1,1,2,0,0,0,0
Q5URB9,0,0,2,0,0,0,0,0,0,0,0,0
Q5UXH9,3,3,3,0,0,0,0,0,0,0,0,0
Q5V2Y4,8,0,20,0,0,0,0,1,0,0,0,0
Q5V468,0,0,0,0,0,0,0,0,0,0,0,0
Q5VNN5,69,34,65,0,0,0,1,2,0,0,0,0
Q5VQL1,50,43,101,0,0,0,0,4,3,0,3,0
Q5VQL3,194.989,152.438,379.13,0,7,0,0,6,3,0,0,0
Q5VQQ5,70.2,65,177,0,0,0,0,2,1,0,0,0
Q5VRB2,32,43,88,0,0,0,0,0,0,0,0,0
Q5VRH9,18,16,22,0,0,0,0,0,1,0,0,0
Q5VUE5,56,47,95,0,1,0,0,7,1,0,0,0
Q5VWZ2,1,0,2,0,0,0,0,0,0,0,0,0
Q5VXD3,0,0,0,0,0,0,0,0,0,0,0,0
Q5VYS8,206,137,514,0,2,1,0,18,5,0,0,0
Q5VYX0,53,31,121,0,0,0,0,1,1,0,0,0
Q5WAR0,0,0,0,0,0,0,0,0,0,0,0,0
Q5WHD3,8,21,18,1,0,0,0,1,0,0,0,0
Q5WHG0,3,8,27,1,0,0,0,1,0,0,0,0
Q5WKG4,41,36,59,0,0,0,0,2,0,0,0,0
Q5WNE3,24,14,30,0,0,0,0,0,0,0,0,0
Q5WY16,47,40,68,0,0,0,0,0,0,0,0,0
Q5X159,1,29,53,0,0,0,0,0,0,0,0,0
Q5XAQ1,61,49,62,0,0,0,0,2,0,0,0,0
Q5XDZ5,51,22,100,0,0,0,0,0,0,0,0,0
Q5XEP2,135,115,229.891,0,1,1,0,4,1,3,0,0
Q5XET5,52,39,79,0,0,0,0,0,0,0,0,0
Q5XEZ5,122.47,71,177,0,0,0,0,9,0,0,0,0
Q5XF85,141,114,276,0,1,0,3,2,1,0,0,0
Q5XG87,12,14,25,0,0,0,0,0,0,0,0,0
Q5XG92,23,21,39,0,0,0,0,0,0,0,0,0
Q5XGE0,17,18,39,0,0,0,0,0,1,0,0,0
Q5XGE2,25,35,77,0,0,0,0,0,0,0,0,0
Q5XGI0,58,39,83,0,0,0,0,0,0,0,0,0
Q5XGI5,5,1,26,0,0,0,0,0,0,0,0,0
Q5XGS8,4,7,19,0,0,0,0,0,0,0,0,0
Q5XGU5,34,36,96,0,0,0,0,0,0,0,0,0
Q5XGY1,13.008,29,87,0,0,0,0,1,0,0,0,0
Q5XH09,10,14,7,0,0,0,0,0,0,0,0,0
Q5XHX6,1,0,8,0,0,0,0,0,0,0,0,0
Q5XI01,11,8,9,0,0,0,0,0,0,0,0,0
Q5XI22,0,1,0,0,0,0,0,1,0,0,0,0
Q5XI50,27,24,89,0,0,0,0,0,1,0,0,0
Q5XIA3,48,39,44,0,0,0,0,1,1,0,0,0
Q5XIA4,140,108,248,0,0,0,0,8,1,0,0,0
Q5XIB4,16,9,58,0,0,0,0,2,0,0,0,0
Q5XIC0,120,90,208,0,10,0,0,1,6,0,0,0
Q5XIC8,42,20,66,1,0,0,0,2,2,0,0,0
Q5XIF4,79,62.98,136,0,0,0,1,5,0,0,0,0
Q5XIJ5,83,72,124,0,0,1,1,0,0,0,0,0
Q5XIN3,11,13,51.241,0,0,1,0,8,0,0,0,0
Q5XIP9,374,321,644,0,3,0,3,9,4,0,0,0
Q5XIS1,1,6,26,0,0,0,0,0,0,0,0,0
Q5XJ56,10,4,12,0,0,0,0,0,0,0,0,0
Q5XJP1,13,13,20,0,0,0,0,0,2,0,0,0
Q5XM24,93,67,220,1,2,0,0,2,2,0,0,0
Q5XW77,28,13,56,0,0,0,0,1,0,0,0,0
Q5XXA6,1,0,0,0,0,0,0,0,0,0,0,0
Q5Y5T1,3,7,15,0,0,0,0,0,0,0,0,0
Q5YCC5,5,8,41,0,0,0,0,0,0,0,0,0
Q5YGP7,26,20,30,0,0,0,0,0,0,0,0,0
Q5YLM1,42,28,58,0,0,0,0,0,0,0,0,0
Q5YN78,30,21,44,0,0,0,0,0,0,0,0,0
Q5YS78,29.501,26,31.035,0,0,0,0,2,0,0,0,0
Q5YW75,106,50,93,0,0,0,0,2,1,2,3,0
Q5YXQ1,24,24,33,0,0,0,0,0,0,0,0,0
Q5Z6X0,0,0,5,0,0,0,0,0,0,0,0,0
Q5Z859,112,95,255,0,0,0,0,5,4,0,0,0
Q5Z880,19,8,18,0,1,0,5,5,0,0,0,0
Q5Z9E2,124,91,199,0,0,0,0,0,2,0,0,0
Q5Z9I2,43,33,105,3,0,0,0,2,0,0,0,0
Q5ZA07,68,23,101,0,0,0,0,2,0,0,0,0
Q5ZBH5,33,26,54,0,0,0,0,1,2,0,0,0
Q5ZCK5,102,63,177.255,0,2,0,0,2,0,0,0,0
Q5ZDJ6,126,49,144,0,4,0,2,0,0,0,0,0
Q5ZHN4,17,12,19,0,0,0,0,0,1,0,0,0
Q5ZHV2,177,150,243,0,1,0,1,8,1,0,1,0
Q5ZHV5,2,1,16,0,0,0,0,1,0,0,0,0
Q5ZI11,64,68,154,0,1,0,0,4,0,0,0,0
Q5ZI67,20,30,15,0,0,0,0,0,0,0,0,0
Q5ZID2,12,6,23,0,0,0,0,0,0,0,0,0
Q5ZIM5,23,12,22,0,0,0,0,0,0,0,0,0
Q5ZIN1,59,44.787,166,1,2,0,2,12,2,1,0,0
Q5ZIV7,7,19,61,0,0,0,0,1,0,0,0,0
Q5ZJ17,42,27,50,0,0,0,0,0,1,0,0,0
Q5ZJ56,45,33,107,0,3,0,0,0,0,0,0,0
Q5ZJ58,11,6,18,0,0,0,0,0,0,0,0,0
Q5ZJ75,18,16,41,0,0,1,0,0,0,0,0,0
Q5ZJF4,31,23,71,0,4,0,0,0,0,0,0,0
Q5ZJM3,0,0,0,0,0,0,0,0,0,0,0,0
Q5ZJN2,46,27,46,0,0,0,0,2,0,0,0,0
Q5ZJX1,66,49,66,0,0,0,0,0,0,0,0,0
Q5ZK92,22,21,52,0,0,0,0,5,0,0,0,0
Q5ZKB8,5,2,8,5,23,12,22,17,1,0,0,0
Q5ZKC9,6,4,33,0,0,0,0,0,0,0,0,0
Q5ZKD7,4,2,4,0,0,0,0,0,0,0,0,0
Q5ZKD9,6,2,23,0,0,0,0,0,0,0,0,0
Q5ZKF6,38,18,54,0,0,0,0,0,0,0,0,0
Q5ZKN1,34,38,48,0,1,0,0,2,0,0,0,0
Q5ZKQ3,16,9,15,0,0,0,0,0,0,0,0,0
Q5ZKR7,208,245,512.879,0,5,1,0,2,1,0,0,0
Q5ZKW5,57,54,92,0,0,0,0,3,0,0,0,0
Q5ZKY2,15,5,45,0,0,0,0,0,1,0,0,0
Q5ZL00,86,77,171,0,2,0,0,8,1,0,0,0
Q5ZL21,42,23,42,0,0,0,3,0,0,0,0,0
Q5ZL54,143.468,99,192.344,0,1,0,0,6,1,0,0,0
Q5ZL55,28,26,65,0,0,0,0,1,0,0,0,0
Q5ZLA5,45,26,109,0,0,0,0,1,1,0,0,0
Q5ZLF0,114,74,269,0,2,0,0,2,1,1,0,0
Q5ZLG8,3,1,10,0,0,0,0,0,0,0,0,0
Q5ZLH4,0,0,0,0,0,0,0,0,0,0,0,0
Q5ZLL6,52,47,102,1,0,0,0,2,0,0,0,0
Q5ZLN0,37,26,50,0,0,1,0,4,0,0,0,0
Q5ZLN2,14,17,5,0,0,0,0,0,0,0,0,0
Q5ZLN8,21,24,43,0,0,0,0,0,0,0,0,0
Q5ZLT0,44,27,111,0,0,0,0,0,0,0,0,0
Q5ZLX5,173.51,131,341,0,1,1,4,3,0,0,0,0
Q5ZM35,27,12,52,0,0,0,0,0,0,0,0,0
Q5ZM55,1,0,0,0,0,0,0,0,0,0,0,0
Q5ZME8,92,64,120,0,0,0,0,3,0,0,0,0
Q5ZMG1,50,31,80,0,1,0,0,1,1,0,0,0
Q5ZMH6,21,7,11,0,0,0,0,2,0,0,0,0
Q5ZMK5,22,22,67,0,0,0,0,0,0,0,0,0
Q5ZMM1,1,8,2,0,0,0,0,0,0,0,0,0
Q5ZMS3,0,0,0,0,0,0,0,0,0,0,0,0
Q5ZMT7,56,24,68,0,0,0,0,0,0,0,0,0
Q5ZMT9,8,19,23,0,0,0,0,0,0,0,0,0
Q60363,2,0,4,0,0,0,0,0,0,0,0,0
Q60389,20,13,71,0,0,0,0,3,1,0,0,0
Q60414,62,23,104,0,0,0,0,0,0,0,0,0
Q60670,5.995,1,10.809,0,0,0,0,0,0,0,0,0
Q60675,971.659,626,1811.189,0,7,0,2,42,3,0,0,0
Q606C9,38,50,110,0,2,0,0,0,0,0,0,0
Q60899,71,33,97,0,0,0,0,5,0,1,0,0
Q609L3,90,44,141,0,1,0,0,4,1,0,0,0
Q60AQ2,64,46,58,0,0,0,0,0,1,1,0,0
Q60BQ2,13,5,27,0,0,0,0,0,0,0,0,0
Q60BX0,56,26,55,0,0,0,0,0,0,0,0,0
Q60EX6,156,124,289,0,0,0,0,5,0,3,0,0
Q60HE6,80,57,246,0,0,0,0,4,1,0,0,0
Q60HH1,38,32,49,0,0,0,0,1,0,0,0,0
Q60J38,7,6,12,0,0,0,0,0,0,0,0,0
Q61048,13,12,18,0,0,0,0,0,0,0,0,0
Q61093,61,29,65,0,0,1,0,0,0,0,0,0
Q611C8,15,7,32,0,0,0,0,0,2,0,0,0
Q61371,68,87,208,0,1,0,0,0,0,0,0,0
Q61603,9,15,29,0,0,0,0,0,0,0,0,0
Q61743,56,25,57,0,0,0,0,1,2,0,0,0
Q61771,61,52,84,0,0,0,1,0,0,0,0,0
Q61820,5,5,10,0,0,0,0,0,0,0,0,0
Q61880,0,0,4,0,0,0,0,0,0,0,0,0
Q61941,42.687,50.709,89.517,0,6.78,0,0,0,1,0,0,0
Q61990,46,36,115,0,0,0,0,2,0,0,0,0
Q61FW2,43,52,99,0,1,0,0,0,0,0,0,0
Q61QK6,39,25,161,0,0,0,0,9,0,0,0,0
Q62036,124.664,73.203,205.513,0,0,0,0,6,0,0,0,0
Q62205,5,18,33,0,0,0,0,2,0,0,0,0
Q62210,88,33,105,1,0,0,0,3,2,0,0,0
Q62226,251,165,407.618,0,6,0,7,11,0,0,0,0
Q62398,42,30,78,0,0,0,0,1,1,0,0,0
Q623U2,13,11,23,0,0,0,0,0,0,0,0,0
Q62559,23,8,79,0,0,0,0,0,2,0,0,0
Q62785,20,22,50,0,0,0,0,0,0,0,0,0
Q627N3,2,2,4,0,0,0,1,0,0,0,0,0
Q62866,25,12,28,0,0,0,0,2,0,0,0,0
Q62910,12,10,15,0,0,0,0,2,0,0,0,0
Q62940,11,0,14,0,0,0,0,0,0,0,0,0
Q62968,162,90,185.004,0,6,0,0,4,1,0,0,0
Q62976,3,18,19,0,0,0,0,0,0,0,0,0
Q63009,6.85,7,1,0,0,0,0,0,0,0,0,0
Q63042,90,83,128,0,0,1,0,7,0,0,0,0
Q63099,61,56,121,0,0,0,0,1,1,0,0,0
Q63120,49,37,119,0,0,0,0,3,0,1,0,0
Q63164,9,7,14,0,2,2,0,1,0,1,0,0
Q63170,61.641,50,130,0,0,0,0,0,0,0,0,0
Q63184,93.099,83.118,131.633,1.003,0,1,0,1.091,0,0,0,0
Q633L3,21,19,34,0,0,0,0,3,0,0,0,0
Q63430,0,5,4,0,0,0,0,0,0,0,0,0
Q63450,16,8,40,0,0,0,0,0,0,0,0,0
Q63472,19,10,62,0,0,0,0,0,1,0,0,0
Q63486,58,46,98,0,0,0,0,2,0,0,0,0
Q63615,31,24,20,0,0,0,0,0,0,0,0,0
Q63666,14,1,20,0,0,0,0,0,0,0,0,0
Q63699,56,51,70,0,0,0,0,0,3,0,0,0
Q63811,6,25,68,0,0,0,0,3,0,1,0,0
Q63880,6,7,8,0,1,0,0,7,1,1,0,0
Q63HM2,39,26,60,0,0,1,0,3,0,0,0,0
Q63HN8,100,68,141,0,0,0,1,9,0,1,0,0
Q63ZS0,17,19,46,0,1,0,0,0,0,0,0,0
Q640P7,20,16,57,0,0,0,0,1,0,0,0,0
Q640S2,3,3,12,0,0,0,0,0,0,0,0,0
Q640V3,21,17,28,0,0,0,0,1,0,0,0,0
Q640Z7,57,79,91,0,0,0,0,0,0,0,0,0
Q64152,136.3,66.955,121.848,1,0,0,0,10.25,2,0,0,0
Q641A1,351.8,265.367,630,0,0,5,0,16,6,1,2,0
Q641G7,26,18,55,0,1,0,0,0,0,0,0,0
Q641J8,61,31,99,0,0,0,0,0,1,0,0,0
Q641W4,152,126,234,0,0,1,1,2,0,0,0,0
Q641W7,75,68,141,0,0,0,0,4,0,0,0,0
Q641X6,71,45,125,0,0,0,0,2,0,0,0,0
Q641Z6,8,8,21,0,0,0,0,0,0,0,0,0
Q642A7,41,23,85,0,0,0,0,1,0,1,0,0
Q642C0,62,59,121,0,2,0,0,1,0,0,0,0
Q64343,108,104,205,0,0,1,0,2,1,0,0,0
Q64347,22,29,87,0,0,0,0,2,2,0,0,0
Q64411,0,0,0,0,0,0,0,0,0,0,0,0
Q64520,17,8,34,0,0,0,0,0,2,0,0,0
Q64521,32,33,122,0,2,0,0,1,1,0,0,0
Q64536,8,13,9,0,0,0,0,0,0,0,0,0
Q64595,1,2,7,0,0,0,0,0,0,0,0,0
Q64674,25,21,48,0,3,0,1,1,0,0,0,0
Q64691,28,17,60,0,3,0,0,0,0,0,0,0
Q64M78,350.459,315.9,903.495,0,15,0,3,22,7.782,1,0,0
Q64NM4,0,0,0,0,0,0,0,0,0,0,0,0
Q651J5,16,21,27,0,0,0,0,1,0,0,0,0
Q651U1,2,3,3,0,0,0,0,0,0,0,0,0
Q652N5,36,32,45,0,0,0,0,1,0,0,0,0
Q652Q8,16,21,33,0,0,0,0,0,0,0,0,0
Q653P0,18,11,63,0,0,0,0,0,0,0,0,0
Q653S9,33,40,126.409,0,1,0,0,7,0,3,0,0
Q657B3,53,65,146,0,2,0,0,0,1,0,0,0
Q657W3,53,74,17,0,0,0,0,3,0,0,0,0
Q65H55,33,37,35,0,0,0,0,2,0,0,0,0
Q65IA4,46,29,67,0,0,0,0,2,0,0,0,0
Q65JC2,470,318,973.382,0,5,2,2,15,9,2,0,0
Q65KK1,23,14,40,0,0,0,0,1,0,0,0,0
Q65RX0,34,12,21,0,3,0,0,1,0,0,0,0
Q65WT0,93,93,124,0,0,0,0,5,3,0,0,0
Q65X92,70,108,286,1,1,0,0,5,0,0,0,0
Q65XA0,31,16,40,0,0,0,1,5,0,1,0,0
Q65XS5,183,197,352,1,0,1,0,2,0,1,2,0
Q65XV7,283,238,607.99,0,2,0,1,15,3,1,0,0
Q65XV8,92,73,186,1,1,0,0,5,0,0,0,0
Q66GI4,47,52,80,0,0,0,5,4,0,0,0,0
Q66GP9,4,0,8,0,0,0,0,0,0,0,0,0
