"","UVI_092_A","UVI_094_A","UVI_096_A","UVI_100_A","UVI_102_A","UVI_104_A","UVI_106_A","UVI_108_A","USVI_118_A","UVI_132_A","UVI_136_A","UVI_138_A","UVI_092_B","UVI_094_B","UVI_096_B","UVI_100_B","UVI_102_B","UVI_104_B","UVI_106_B","UVI_108_B","USVI_118_B","UVI_132_B","UVI_136_B","UVI_138_B","UVI_092_C","UVI_094_C","UVI_096_C","UVI_100_C","UVI_102_C","UVI_104_C","UVI_106_C","UVI_108_C","USVI_118_C","UVI_132_C","UVI_136_C","UVI_138_C","UVI_092_D","UVI_094_D","UVI_096_D","UVI_100_D","UVI_102_D","UVI_104_D","UVI_106_D","UVI_108_D","USVI_118_D","UVI_132_D","UVI_136_D","UVI_138_D","M_d1_A","M_d3_A","M_d6_A","O_d1_A","O_d3_A","O_d6_A","O_d7_A","O_d8_A","Past_d1_A","Past_d2_A","Past_d3_A","Past_d6_A","Past_d7_A","Pstr_d7_A","M_d1_B","M_d3_B","M_d6_B","O_d1_B","O_d3_B","O_d6_B","O_d7_B","O_d8_B","Past_d1_B","Past_d2_B","Past_d3_B","Past_d6_B","Past_d7_B","Pstr_d7_B","M_d1_C","M_d3_C","M_d6_C","O_d1_C","O_d3_C","O_d6_C","O_d7_C","O_d8_C","Past_d1_C","Past_d2_C","Past_d3_C","Past_d6_C","Past_d7_C","Pstr_d7_C","M_d1_D","M_d3_D","M_d6_D","O_d1_D","O_d3_D","O_d6_D","O_d7_D","O_d8_D","Past_d1_D","Past_d2_D","Past_d3_D","Past_d6_D","Past_d7_D","Pstr_d7_D"
"Q8IJH8",0,0,0,0,0,0,0,0,230,0,0,0,85,39,48,0,0,0,0,1,4,1,0,0,0,0,0,1,12,8,25,17,7,9,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,513,461,191,249,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,9,1,0,26,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8IL04",0,0,0,0,0,0,0,0,5,0,0,0,27,38,65,0,0,0,0,0,0,0,0,0,15,20,0,4,3,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,8,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,189,256,174,140,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8ILC1",0,1,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,24,96,42,83,118,6,274,119,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,526,233,152,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,166,172,137,204,125,113,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8INF0",0,0,0,0,0,0,0,0,80,0,0,0,2,7,13,0,0,0,0,0,0,0,0,0,1,0,0,0,9,2,9,0,3,22,2,2,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,213,235,74,30,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,4,9,12,5,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8IPK4",0,0,0,0,0,0,0,0,7,0,0,0,35,24,47,0,1,0,0,3,1,0,0,3,0,3,0,2,7,5,8,5,4,29,11,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,315,219,81,45,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,17,28,21,26,35,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8IRU4",0,0,0,0,0,0,0,0,34,0,0,0,29,17,54,0,0,0,0,1,0,0,0,0,0,0,0,7,43,21,43,31,3,23,9,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,305,324,112,60,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,17,9,8,25,12,20,28,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8ISP0",0,0,0,0,0,0,3,0,1607,1,0,0,626,338,651,0,13,0,0,1,2,2,0,0,112,224,1,1,1,1,5,2,5,147,115,79,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,2380,1996,1071,1869,394,0,0,0,0,0,1,0,0,0,0,0,0,0,0,132,541,676,544,725,1106,931,1629,791,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8IUF1",0,0,0,0,0,0,0,0,49,0,0,0,100,131,234,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,4,8,2,2,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,127,180,62,51,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,7,10,7,7,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8IV77",0,0,0,0,0,0,0,0,23,0,0,0,40,32,63,0,0,0,0,0,0,0,0,0,0,2,0,11,56,21,53,72,2,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,246,97,88,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,78,29,0,0,10,29,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8IVS2",0,0,0,0,0,0,0,0,811,0,0,0,615,486,1195,2,5,0,1,5,1,1,0,0,38,83,4,186,285,400,508,577,9,828,395,287,0,0,0,0,3,0,4,0,0,0,0,0,1,3,0,0,0,0,0,6,4410,4184,1635,1350,558,0,0,0,9,0,0,1,0,0,0,0,0,0,0,151,924,1096,1296,1786,2226,1905,1434,1702,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8IWG1",0,0,0,0,0,0,0,0,69,0,0,0,100,85,112,0,0,1,3,5,2,0,0,0,44,91,0,2,4,0,2,2,2,18,17,15,0,0,0,0,0,1,10,0,0,0,0,0,0,3,0,0,0,0,0,0,430,397,178,110,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,50,45,55,364,759,681,383,807,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8IWY4",0,0,0,0,0,0,3,0,14,0,0,0,2,5,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,11,1,0,2,10,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,330,244,97,48,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8IWZ3",0,0,0,0,0,0,0,0,162,0,0,0,26,19,47,0,0,0,0,0,0,0,0,0,29,31,0,44,127,85,79,150,2,277,215,108,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,913,852,287,410,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,408,446,402,396,799,717,441,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8IWZ6",0,0,0,0,0,0,0,0,19,0,0,0,18,14,63,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,182,255,123,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8IX30",0,0,0,0,0,0,0,0,18,0,0,0,46,33,96,0,0,0,0,3,2,0,0,0,6,11,29,3,26,4,29,24,1,51,21,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,138,197,49,66,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,356,28,60,26,85,96,96,155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8IYG6",0,0,0,0,0,0,0,0,31,0,0,0,53,44,96,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,3,0,2,36,15,17,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,546,501,164,77,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,12,1,3,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8IZN3",0,0,0,0,0,0,0,0,8,0,0,0,62,63,148,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,6,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,117,197,59,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,0,1,9,3,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8IZU2",0,0,0,0,0,0,0,0,9,0,0,0,90,62,152,0,0,0,0,2,0,0,0,2,0,1,0,9,22,18,27,22,2,4,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,137,172,103,36,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,24,38,27,1,7,25,9,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8JGM4",0,0,0,0,0,0,0,0,8,0,0,0,31,25,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,138,56,33,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8JZX4",0,0,0,0,0,0,0,0,51,1,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,10,4,0,48,6,12,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,136,204,127,56,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,7,0,6,18,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8K0H1",0,0,0,0,0,0,0,0,6,0,0,0,4,5,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,21,11,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,28,71,27,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,28,3,0,5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8K1E6",0,0,0,0,0,0,3,0,1,0,0,0,482,253,438,2,1,1,0,19,0,0,0,0,2,1,0,42,5,11,87,138,3,130,69,87,0,0,0,0,0,0,123,0,0,0,3,0,0,0,0,0,0,0,0,0,461,494,196,307,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,236,288,271,124,163,102,127,127,0,0,2,7,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0
"Q8K268",0,0,0,0,0,0,0,0,180,5,0,0,109,65,201,0,0,0,0,3,0,0,0,0,1,1,0,0,1,2,5,1,5,74,27,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1178,657,195,491,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,36,25,28,22,28,37,24,48,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8K430",0,0,0,0,0,0,0,0,8,0,0,0,1,5,19,0,0,0,0,3,0,0,0,0,1,1,0,1,1,1,0,1,0,20,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,58,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,38,67,6,0,1,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8K582",0,0,0,0,0,0,0,0,13,0,0,0,44,45,140,0,0,0,1,1,0,0,0,0,0,0,0,0,3,7,6,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,94,30,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,69,65,69,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8K596",0,0,0,0,0,0,0,0,18,0,0,0,1,7,13,0,0,0,0,0,0,0,0,0,33,56,4,0,1,3,8,1,0,18,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,313,238,46,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,185,302,380,218,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8K9J8",0,0,0,0,0,0,0,0,1,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8KRU5",0,0,0,0,0,0,0,0,9,0,0,0,11,6,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,47,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8L3Z8",0,0,0,0,0,0,0,0,2,0,0,0,13,10,34,0,0,0,0,0,0,0,0,0,24,27,1,50,141,75,155,208,0,152,103,62,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,68,127,83,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,352,449,363,348,707,690,362,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8L493",0,0,0,0,0,0,0,0,0,0,0,0,15,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,15,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,41,27,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,22,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8L540",0,0,0,0,0,0,0,0,1,12,0,0,6,2,29,1,0,0,0,3,1,0,0,0,0,0,0,2,110,73,20,55,5,9,2,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,199,153,66,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,1,44,31,20,57,36,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8L5Y9",0,0,0,0,0,0,0,0,298,0,0,0,18,4,3,0,0,0,0,0,0,2,0,0,0,0,0,11,16,16,25,18,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,607,214,313,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,15,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8L725",0,0,0,0,0,0,0,0,23,0,0,0,50,24,94,0,0,0,0,0,1,0,0,0,1,1,0,3,4,3,2,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,185,218,86,31,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,16,0,3,17,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8L796",0,0,0,0,0,0,0,0,3,0,0,0,16,20,46,0,1,0,0,1,0,0,0,0,23,86,4,72,531,136,328,417,1,291,145,69,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,275,415,125,123,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,856,929,732,798,1448,1423,866,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8L7A9",0,0,0,0,0,0,0,0,31,0,0,0,15,11,64,0,4,0,0,0,1,0,0,0,0,1,0,1,16,16,18,15,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,293,103,74,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,12,10,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8L7C8",0,0,0,0,0,0,0,0,34,0,0,0,2,6,4,0,0,0,2,0,0,0,0,0,7,42,0,107,200,146,201,264,1,137,41,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,291,348,129,81,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,592,833,621,430,841,687,538,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8L7K0",0,0,0,0,0,0,0,0,303,3,0,0,109,62,107,0,4,0,0,1,4,0,0,0,140,165,15,94,155,124,219,252,6,718,264,211,8,0,5,0,0,0,15,1,0,0,1,0,0,0,0,1,0,0,0,1,3427,3271,1617,2664,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,81,107,72,3148,5426,4802,4773,3108,0,4,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,1
"Q8L7U5",0,0,0,0,0,0,0,0,39,0,0,0,67,71,136,0,2,0,0,2,0,0,0,0,0,1,0,79,132,69,123,154,5,19,12,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,614,629,335,177,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,39,66,44,14,34,24,31,13,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8L7W2",0,0,0,0,0,0,3,0,1,0,0,0,30,29,47,1,0,0,0,0,0,0,0,0,0,0,0,6,13,17,22,27,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,196,178,79,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8L831",0,0,0,0,0,0,0,0,90,0,0,0,67,30,106,0,0,0,0,0,3,0,0,0,2,1,0,6,19,18,14,18,4,8,2,19,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,313,305,181,160,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,41,11,30,49,27,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8L844",0,0,0,0,0,0,0,0,3,0,0,0,10,16,37,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,79,75,26,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8L850",0,0,0,0,0,0,0,0,124,0,0,0,196,126,396,0,2,0,0,9,1,1,0,0,1,12,0,45,252,99,188,265,4,78,54,24,0,0,0,0,0,1,25,1,0,0,0,0,1,0,0,0,0,0,0,3,1154,1339,526,379,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,76,108,89,287,473,482,345,480,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"Q8L9C4",0,0,0,0,0,0,0,0,159,0,0,0,101,56,106,0,0,0,4,5,0,0,0,0,3,1,0,5,20,13,39,32,0,3,0,4,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,356,388,151,148,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,70,60,110,126,134,86,87,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Q8LAN3",0,0,0,0,0,0,0,0,5,0,0,0,5,15,11,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,5,1,0,8,1,1,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,49,71,31,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,19,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8LAP6",0,0,0,0,0,0,0,0,8,0,0,0,13,8,17,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,43,22,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8LB02",0,0,0,0,0,0,0,0,5,0,0,0,26,5,16,0,0,0,1,1,3,0,0,0,189,112,1,12,201,46,117,216,15,350,116,130,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1118,916,386,446,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,1144,994,1194,2554,2168,1961,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8LBL1",0,0,0,0,0,0,0,0,10,0,0,0,85,66,140,0,4,0,0,6,0,1,0,0,0,0,0,0,1,0,0,1,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,190,230,85,58,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8LBL5",0,0,0,0,0,0,0,0,99,0,0,0,21,21,71,0,0,0,2,0,0,0,0,0,1,4,1,3,54,3,5,8,0,20,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,242,105,65,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,26,6,45,69,101,29,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8LBZ4",0,0,0,0,0,0,0,0,22,0,0,0,37,27,60,0,0,0,0,0,1,0,0,0,2,1,0,1,4,6,4,3,2,184,99,73,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,359,423,216,58,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,30,76,31,10,1,10,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8LDL0",0,0,0,0,0,0,0,0,19,0,0,0,47,36,84,0,0,0,3,5,0,0,0,0,0,0,0,1,1,3,1,0,3,5,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,198,129,134,166,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,6,9,4,18,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8LES0",0,0,0,0,0,0,0,0,92,0,0,0,93,26,124,0,1,0,6,2,0,0,0,0,0,0,0,1,5,17,19,8,0,3,3,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,418,329,139,80,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,26,8,12,1,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8LFS6",0,0,0,0,0,0,0,0,59,0,0,0,38,39,106,0,0,0,0,1,2,0,0,0,0,0,0,5,9,7,9,13,0,27,12,12,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,0,0,429,406,170,135,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,55,27,36,20,21,7,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Q8LG53",0,0,0,0,0,0,0,0,4,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,52,31,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8LG98",0,0,0,0,0,0,0,0,77,0,0,0,120,100,352,0,0,0,0,3,0,0,0,0,0,0,0,6,37,2,15,12,2,3,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,603,529,178,288,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,17,1,0,1,10,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8LGF7",0,0,0,0,0,0,0,0,4,0,0,0,42,24,50,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,68,32,30,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8LGG0",0,0,0,0,0,0,0,0,1,0,0,0,55,19,96,0,0,0,0,5,0,0,1,0,0,0,0,0,8,0,0,4,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,73,104,15,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,10,22,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8LKI3",0,0,0,0,0,0,0,0,119,0,0,0,309,186,583,0,0,0,0,11,2,0,0,0,1,1,0,44,145,89,269,198,23,59,20,19,0,0,0,0,0,0,57,0,0,0,1,0,0,0,0,0,0,0,0,0,1887,1379,557,834,120,0,0,0,0,0,0,0,15,0,0,0,0,0,0,183,151,194,150,37,34,30,37,35,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Q8LPD9",0,0,0,0,0,0,0,0,16,0,0,0,3,14,22,0,0,0,0,0,0,0,0,0,0,0,0,4,9,1,2,1,1,44,18,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,137,126,59,39,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,10,7,4,12,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8LPL7",0,0,0,0,0,0,0,0,25,0,0,0,16,17,42,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,27,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,102,50,49,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q8LPN7",0,0,0,0,0,0,0,0,82,0,0,0,4,11,9,0,0,0,0,0,0,0,0,0,14,24,0,2,2,2,1,8,8,84,24,44,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,322,327,124,208,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,123,240,255,223,269,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
