"","UVI_092_A","UVI_094_A","UVI_096_A","UVI_100_A","UVI_102_A","UVI_104_A","UVI_106_A","UVI_108_A","USVI_118_A","UVI_132_A","UVI_136_A","UVI_138_A","UVI_092_B","UVI_094_B","UVI_096_B","UVI_100_B","UVI_102_B","UVI_104_B","UVI_106_B","UVI_108_B","USVI_118_B","UVI_132_B","UVI_136_B","UVI_138_B","UVI_092_C","UVI_094_C","UVI_096_C","UVI_100_C","UVI_102_C","UVI_104_C","UVI_106_C","UVI_108_C","USVI_118_C","UVI_132_C","UVI_136_C","UVI_138_C","UVI_092_D","UVI_094_D","UVI_096_D","UVI_100_D","UVI_102_D","UVI_104_D","UVI_106_D","UVI_108_D","USVI_118_D","UVI_132_D","UVI_136_D","UVI_138_D","M_d1_A","M_d3_A","M_d6_A","O_d1_A","O_d3_A","O_d6_A","O_d7_A","O_d8_A","Past_d1_A","Past_d2_A","Past_d3_A","Past_d6_A","Past_d7_A","Pstr_d7_A","M_d1_B","M_d3_B","M_d6_B","O_d1_B","O_d3_B","O_d6_B","O_d7_B","O_d8_B","Past_d1_B","Past_d2_B","Past_d3_B","Past_d6_B","Past_d7_B","Pstr_d7_B","M_d1_C","M_d3_C","M_d6_C","O_d1_C","O_d3_C","O_d6_C","O_d7_C","O_d8_C","Past_d1_C","Past_d2_C","Past_d3_C","Past_d6_C","Past_d7_C","Pstr_d7_C","M_d1_D","M_d3_D","M_d6_D","O_d1_D","O_d3_D","O_d6_D","O_d7_D","O_d8_D","Past_d1_D","Past_d2_D","Past_d3_D","Past_d6_D","Past_d7_D","Pstr_d7_D"
"O67781",0,0,0,0,0,0,0,0,12,0,0,0,15,13,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63,87,36,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O69060",0,0,0,0,0,0,0,0,15,0,0,0,59,30,65,0,0,0,0,1,1,0,0,0,2,2,0,2,0,0,2,0,2,61,33,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,222,94,58,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,30,12,21,27,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O70439",0,0,0,0,0,0,0,0,2,0,0,0,74,46,63,0,5,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,24,21,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,167,259,87,69,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O70507",0,0,0,0,0,0,0,0,166,0,0,0,45,24,81,0,0,0,0,2,0,0,0,0,3,4,0,3,48,10,13,41,2,7,3,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,495,530,205,114,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,47,32,26,44,68,37,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O70511",0,0,0,0,0,0,0,0,168,4,0,0,27,52,121,0,0,0,0,2,0,0,0,0,2,56,0,6,22,1,22,14,20,102,82,33,0,0,0,0,0,0,48,1,0,0,0,0,0,0,0,3,0,0,0,0,775,744,325,253,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,134,166,84,165,346,563,323,554,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"O70628",0,0,0,0,0,0,0,0,40,0,0,0,2,0,23,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,1,2,2,0,1,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,227,232,138,54,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"O73888",0,0,0,0,0,0,0,0,1,0,0,0,38,51,55,0,1,0,0,1,0,0,0,0,0,1,0,3,1,28,4,3,1,19,8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98,232,73,64,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O74327",0,0,0,0,0,0,0,0,12,0,0,0,10,7,16,0,0,0,0,1,0,0,0,0,0,1,0,2,7,9,14,19,2,9,1,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,179,129,54,30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,26,19,25,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O74413",0,0,0,0,0,0,0,0,23,0,0,0,20,12,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,17,32,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,302,245,117,141,27,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O74431",0,0,0,0,0,0,0,0,17,0,0,0,36,32,116,0,0,0,0,1,4,0,0,0,0,4,0,6,43,8,30,7,4,253,89,59,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,3,504,452,174,102,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,19,31,56,116,57,31,130,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O74467",0,0,0,0,0,0,0,0,53,0,0,0,137,49,133,0,4,0,2,0,1,1,0,1,1,1,0,1,3,5,6,1,1,11,3,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,194,244,96,55,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,61,81,58,10,0,9,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"O74480",0,0,0,0,0,0,0,0,3,0,0,0,11,16,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,41,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O74507",0,0,0,0,0,0,0,0,55,2,0,0,32,13,21,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,83,60,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,529,541,209,196,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O74545",0,0,0,0,0,0,0,0,7,0,0,0,21,4,14,0,0,0,0,0,0,0,0,0,2,1,0,4,6,9,19,10,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,87,37,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,12,1,10,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O74856",0,0,0,0,0,0,0,0,1,0,0,0,21,25,58,0,1,0,0,2,0,0,0,0,0,1,0,1,39,3,7,44,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,187,236,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,15,0,21,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O74857",0,0,0,0,0,0,0,0,8,0,0,0,33,31,37,0,0,0,0,2,0,0,0,0,0,2,0,1,4,3,4,2,0,49,29,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,87,72,50,41,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,5,12,10,18,5,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O74959",0,0,0,0,0,0,3,0,1210,0,0,0,394,154,531,0,3,0,0,6,2,0,0,0,12,17,6,1,2,1,6,4,25,29,25,16,0,0,0,0,0,0,28,0,0,0,0,0,0,0,5,0,0,0,0,0,3600,3114,1349,1207,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,262,297,274,173,280,229,223,275,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O74976",0,0,0,0,0,0,0,0,74,0,0,0,71,54,152,0,1,0,0,1,1,0,1,0,54,111,0,1,5,2,3,3,9,24,3,5,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,561,415,183,162,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,36,57,28,643,936,877,923,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O75179",0,0,0,0,0,0,0,0,61,0,0,0,215,175,442,0,2,0,1,7,2,1,0,0,1,0,0,1,4,0,4,1,3,4,1,2,0,0,0,0,0,0,20,2,0,0,2,0,0,0,0,0,0,0,0,0,897,973,347,307,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,1,13,9,61,33,27,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O75197",0,0,0,0,0,0,0,0,0,0,0,0,51,27,112,0,2,0,0,3,1,0,0,0,2,3,0,1,1,1,1,1,5,14,5,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,51,65,27,10,24,33,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O75343",0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,11,0,11,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,26,4,14,14,14,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O75400",0,0,0,0,0,0,0,0,139,0,0,0,142,85,221,0,5,0,0,2,0,0,0,0,0,0,0,0,2,2,4,1,2,0,3,1,0,0,0,0,0,0,6,0,0,0,1,0,3,0,0,0,0,0,0,0,527,665,266,100,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,53,42,23,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O75643",0,0,0,0,0,0,0,0,118,0,0,0,118,87,352,0,0,0,0,6,0,0,0,0,0,1,0,0,17,3,17,21,6,24,3,9,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1430,616,286,296,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,5,0,34,84,141,84,171,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O75808",0,0,0,0,0,0,0,0,13,0,0,0,312,286,847,1,1,0,19,1,1,1,0,0,3,12,1,6,93,6,134,139,21,8,6,2,0,0,0,0,0,0,25,4,0,0,0,0,0,0,0,0,0,0,0,0,789,587,315,265,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,484,713,404,201,284,272,220,360,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0
"O75832",0,0,0,0,0,0,0,0,96,0,0,0,44,24,67,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,3,1,1,1,1,0,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,0,0,685,623,203,357,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,13,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O75899",0,0,0,0,0,0,0,0,5,0,0,0,3,4,14,0,1,0,0,2,2,0,0,0,5,12,0,0,14,35,107,110,7,102,44,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,316,91,74,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,255,112,249,261,221,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O76083",0,0,0,0,0,0,0,0,156,0,0,0,54,26,249,0,0,0,0,3,1,0,0,0,1,2,0,0,4,1,9,1,2,2,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,524,599,279,178,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,19,10,13,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O76512",0,0,0,0,0,0,0,0,5,0,0,0,14,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,2,0,3,1,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,65,72,24,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O76924",0,0,0,0,0,0,0,0,11,0,0,0,20,5,51,0,0,0,0,0,0,0,0,0,4,12,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,44,24,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,38,127,63,69,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O77404",0,0,0,0,0,0,0,0,9,0,0,0,16,16,153,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,209,135,61,110,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O77821",0,0,0,0,0,0,0,0,1,0,0,0,26,20,54,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O78410",0,0,0,0,0,0,0,0,21,0,0,0,93,111,298,0,0,0,0,3,2,0,0,0,0,7,0,8,24,23,33,37,5,50,25,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,430,327,172,106,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,16,61,27,36,83,101,66,124,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O78490",0,0,0,0,0,0,0,0,29,4,0,0,12,5,11,0,0,0,0,0,0,0,0,0,14,18,0,0,9,0,5,0,1,16,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,116,73,96,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,147,172,198,103,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O78516",0,0,0,0,0,0,0,0,222,2,0,0,783,587,2629,1,1,2,1,6,5,1,0,0,0,1,1,1,3,2,2,6,37,64,44,25,0,0,0,0,0,0,14,0,4,0,0,0,3,0,0,0,0,0,0,0,3332,2373,971,1310,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,40,68,55,20,46,25,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,1,0,0
"O80358",0,0,0,0,0,0,0,0,3,0,0,0,8,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,17,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O80396",0,0,0,0,0,0,0,0,23,0,0,0,41,58,127,0,0,0,1,0,0,0,0,0,4,6,0,1,3,0,3,5,7,14,3,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,145,145,56,31,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,1,9,136,208,71,98,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O80480",0,0,0,0,0,6,0,0,34,0,0,0,2,3,10,0,2,0,0,1,0,0,0,0,1,0,0,0,2,1,1,3,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2350,1995,794,1062,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O80513",0,0,0,0,0,0,0,0,69,0,0,0,28,63,95,0,1,1,0,3,0,0,0,0,6,9,0,24,240,32,134,150,0,20,31,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,671,604,212,260,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,212,244,143,134,345,313,259,365,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"O80548",0,0,0,0,0,0,0,0,41,0,0,0,23,38,77,0,0,0,0,2,0,0,0,0,1,1,0,1,1,0,9,1,0,63,5,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,223,186,102,61,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,9,8,21,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O80763",0,0,0,0,0,0,0,0,8,0,0,0,19,9,45,0,2,0,0,1,1,0,0,0,0,2,0,23,80,44,42,50,3,22,18,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,613,339,141,153,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,5,29,16,7,52,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O80925",0,0,0,0,0,0,0,0,13,0,0,0,5,2,12,0,0,0,0,0,0,0,0,0,16,7,6,1,21,20,27,25,1,72,20,31,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,135,166,63,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,135,140,111,213,116,62,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O81148",0,0,0,0,0,0,0,0,62,0,0,0,187,148,326,1,0,1,2,7,0,0,0,0,1,0,0,0,1,1,3,1,0,1,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,586,384,199,344,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76,1,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"O81304",0,0,0,0,0,0,0,0,18,0,0,0,10,10,3,0,0,0,0,0,0,0,0,0,0,6,0,2,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,80,32,48,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O81742",0,0,0,0,0,0,0,0,48,0,0,0,77,31,112,0,0,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,679,497,249,98,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O82143",0,0,0,0,0,0,0,0,12,0,0,0,61,76,165,0,0,0,0,1,3,0,1,0,0,1,0,0,1,0,0,0,3,73,50,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,202,167,91,83,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,8,1,0,10,7,1,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O82233",0,0,0,0,0,0,0,0,18,0,0,0,11,8,39,0,0,0,0,1,0,0,0,0,0,0,0,26,233,50,167,249,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1573,1247,707,454,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O82261",0,0,0,0,0,0,0,0,61,0,0,0,13,3,19,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,2,11,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,161,75,39,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,9,6,6,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O82392",1,0,0,0,0,0,0,0,1253,0,0,0,168,171,405,0,1,0,2,6,0,0,0,0,2,1,0,1,2,3,14,1,28,2,2,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2434,2403,1064,958,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,12,30,37,24,48,31,31,51,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O82413",0,0,0,0,0,0,0,1,3,0,0,0,49,21,77,0,1,0,0,1,1,0,0,0,18,5,0,50,15,96,211,42,8,149,49,63,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,415,357,177,170,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,355,418,428,326,469,555,618,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O82462",0,0,0,0,0,0,0,0,19,0,0,0,93,44,135,0,0,0,0,8,0,0,0,0,0,2,0,2,0,2,2,0,2,14,6,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,243,230,96,45,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,25,37,16,6,4,14,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O82528",0,0,0,0,0,0,1,0,152,2,1,0,152,91,198,0,2,0,0,4,1,1,0,0,36,24,1,0,1,1,1,1,5,367,152,315,0,0,0,34,119,86,39,138,1,0,0,0,0,0,0,0,0,5,0,0,5783,4363,2339,3315,764,0,0,0,0,0,1,0,0,0,0,0,0,0,0,330,28,46,0,5546,7185,6850,8877,3944,1,0,7,0,0,0,282,519,201,0,0,0,0,0,0,0,0,0,0,0
"O82637",0,0,0,0,0,0,0,0,15,0,0,0,43,27,57,0,0,0,0,3,0,0,0,0,1,0,4,1,3,3,18,3,0,30,15,17,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,188,193,54,41,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,28,48,26,1,24,23,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O82659",0,0,0,0,0,0,0,2,15,0,0,0,88,46,172,0,0,1,3,1,0,0,0,0,1,7,1,4,24,21,36,29,4,156,67,61,0,0,0,0,0,0,17,3,0,0,1,0,0,0,0,0,0,0,0,0,507,657,352,108,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,31,46,29,89,226,238,168,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O82782",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,23,20,20,19,2,15,6,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,98,78,1,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,10,13,16,2,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O83075",0,0,0,0,0,0,0,0,12,0,0,0,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,31,18,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,5,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O83553",0,0,0,0,0,0,0,0,2,0,0,0,4,2,8,0,0,0,0,0,0,0,0,0,1,0,0,3,8,6,3,7,4,67,26,18,1,0,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,117,225,148,84,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,0,0,1,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"O85304",0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,9,4,5,4,1,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,249,285,103,127,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,9,7,5,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O86365",0,0,0,0,0,0,0,0,13,0,0,0,11,12,35,0,0,0,0,2,0,0,0,0,1,0,0,4,5,2,4,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,81,74,43,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,23,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O88022",0,0,0,0,0,0,0,0,3,0,0,0,55,42,77,0,0,0,0,3,1,0,0,0,1,1,0,9,29,16,9,29,6,6,10,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,162,113,42,19,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,1,8,70,131,89,45,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O88345",0,0,0,0,0,0,0,0,8,0,0,0,41,32,91,0,7,0,1,0,0,0,0,0,1,7,0,14,24,9,8,29,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,22,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,111,136,115,60,119,84,69,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O88427",0,0,0,0,0,0,0,0,194,2,0,0,52,78,179,0,0,0,0,2,1,0,0,0,0,1,0,1,5,1,22,3,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,852,986,497,237,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,21,9,6,8,4,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
